,Value
11501,118.0
11502,124.0
11503,135.0
11504,156.0
11505,163.0
11506,167.0
11507,169.0
11508,177.0
11509,131.0
11510,102.0
11511,90.0
11512,96.0
11513,112.0
11514,101.0
11515,101.0
11516,104.0
11517,92.0
11518,55.0
11519,27.0
11520,30.0
11521,27.0
11522,21.0
11523,25.0
11524,23.0
11525,28.0
11526,29.0
11527,31.0
11528,38.0
11529,39.0
11530,61.0
11531,42.0
11532,47.0
11533,52.0
11534,47.0
11535,42.0
11536,48.0
11537,52.0
11538,48.0
11539,59.0
11540,48.0
11541,35.0
11542,41.0
11543,36.0
11544,41.0
11545,49.0
11546,59.0
11547,72.0
11548,80.0
11549,58.0
11550,46.0
11551,54.0
11552,43.0
11553,35.0
11554,39.0
11555,20.0
11556,78.0
11557,72.0
11558,84.0
11559,55.0
11560,77.0
11561,135.0
11562,76.0
11563,75.0
11564,98.0
11565,116.0
11566,106.0
11567,48.0
11568,37.0
11569,39.0
11570,38.0
11571,64.0
11572,73.0
11573,73.0
11574,80.0
11575,86.0
11576,106.0
11577,132.0
11578,101.0
11579,68.0
11580,51.0
11581,47.0
11582,41.0
11583,42.0
11584,49.0
11585,58.0
11586,63.0
11587,67.0
11588,72.0
11589,105.0
11590,86.0
11591,81.0
11592,92.0
11593,93.0
11594,105.0
11595,94.0
11596,91.0
11597,83.0
11598,96.0
11599,113.0
11600,121.0
11601,136.0
11602,132.0
11603,133.0
11604,136.0
11605,111.0
11606,106.0
11607,104.0
11608,98.0
11609,99.0
11610,90.0
11611,95.0
11612,105.0
11613,99.0
11614,102.0
11615,103.0
11616,89.0
11617,89.0
11618,94.0
11619,97.0
11620,100.0
11621,111.0
11622,115.0
11623,146.0
11624,156.0
11625,221.0
11626,170.0
11627,135.0
11628,98.0
11629,86.0
11630,81.0
11631,79.0
11632,153.0
11633,119.0
11634,94.0
11635,91.0
11636,90.0
11637,90.0
11638,87.0
11639,94.0
11640,97.0
11641,107.0
11642,112.0
11643,152.0
11644,129.0
11645,135.0
11646,135.0
11647,150.0
11648,162.0
11649,155.0
11650,143.0
11651,144.0
11652,158.0
11653,202.0
11654,143.0
11655,147.0
11656,136.0
11657,130.0
11658,68.0
11659,113.0
11660,54.0
11661,51.0
11662,48.0
11663,47.0
11664,44.0
11665,34.0
11666,28.0
11667,34.0
11668,34.0
11669,25.0
11670,26.0
11671,39.0
11672,52.0
11673,54.0
11674,50.0
11675,50.0
11676,60.0
11677,59.0
11678,49.0
11679,37.0
11680,32.0
11681,24.0
11682,17.0
11683,21.0
11684,27.0
11685,27.0
11686,42.0
11687,42.0
11688,55.0
11689,48.0
11690,40.0
11691,42.0
11692,39.0
11693,64.0
11694,88.0
11695,104.0
11696,122.0
11697,167.0
11698,116.0
11699,121.0
11700,113.0
11701,90.0
11702,59.0
11703,66.0
11704,95.0
11705,104.0
11706,117.0
11707,96.0
11708,50.0
11709,50.0
11710,48.0
11711,52.0
11712,39.0
11713,35.0
11714,50.0
11715,38.0
11716,41.0
11717,46.0
11718,51.0
11719,51.0
11720,59.0
11721,57.0
11722,56.0
11723,46.0
11724,50.0
11725,52.0
11726,49.0
11727,43.0
11728,43.0
11729,32.0
11730,26.0
11731,31.0
11732,32.0
11733,46.0
11734,98.0
11735,67.0
11736,82.0
11737,65.0
11738,85.0
11739,63.0
11740,48.0
11741,36.0
11742,44.0
11743,49.0
11744,35.0
11745,39.0
11746,52.0
11747,31.0
11748,39.0
11749,36.0
11750,33.0
11751,33.0
11752,38.0
11753,32.0
11754,39.0
11755,38.0
11756,34.0
11757,50.0
11758,59.0
11759,59.0
11760,56.0
11761,63.0
11762,72.0
11763,71.0
11764,75.0
11765,71.0
11766,61.0
11767,93.0
11768,97.0
11769,110.0
11770,95.0
11771,103.0
11772,123.0
11773,138.0
11774,111.0
11775,110.0
11776,108.0
11777,106.0
11778,108.0
11779,120.0
11780,154.0
11781,134.0
11782,133.0
11783,124.0
11784,126.0
11785,127.0
11786,132.0
11787,132.0
11788,135.0
11789,159.0
11790,151.0
11791,148.0
11792,140.0
11793,105.0
11794,85.0
11795,84.0
11796,114.0
11797,112.0
11798,111.0
11799,36.0
11800,12.0
11801,12.0
11802,15.0
11803,23.0
11804,24.0
11805,16.0
11806,63.0
11807,84.0
11808,93.0
11809,109.0
11810,128.0
11811,125.0
11812,125.0
11813,126.0
11814,136.0
11815,147.0
11816,95.0
11817,72.0
11818,64.0
11819,61.0
11820,58.0
11821,65.0
11822,62.0
11823,79.0
11824,74.0
11825,67.0
11826,80.0
11827,68.0
11828,63.0
11829,55.0
11830,70.0
11831,84.0
11832,65.0
11833,65.0
11834,70.0
11835,70.0
11836,75.0
11837,90.0
11838,91.0
11839,87.0
11840,80.0
11841,83.0
11842,79.0
11843,69.0
11844,70.0
11845,72.0
11846,74.0
11847,71.0
11848,48.0
11849,43.0
11850,45.0
11851,47.0
11852,56.0
11853,59.0
11854,59.0
11855,55.0
11856,50.0
11857,46.0
11858,40.0
11859,46.0
11860,47.0
11861,50.0
11862,46.0
11863,47.0
11864,55.0
11865,51.0
11866,63.0
11867,62.0
11868,64.0
11869,63.0
11870,63.0
11871,59.0
11872,70.0
11873,71.0
11874,69.0
11875,65.0
11876,54.0
11877,40.0
11878,42.0
11879,42.0
11880,48.0
11881,51.0
11882,57.0
11883,49.0
11884,46.0
11885,40.0
11886,39.0
11887,33.0
11888,26.0
11889,34.0
11890,22.0
11891,22.0
11892,21.0
11893,16.0
11894,17.0
11895,8.0
11896,17.0
11897,15.0
11898,20.0
11899,22.0
11900,30.0
11901,28.0
11902,35.0
11903,40.0
11904,46.0
11905,45.0
11906,47.0
11907,47.0
11908,57.0
11909,65.0
11910,72.0
11911,75.0
11912,82.0
11913,53.0
11914,21.0
11915,23.0
11916,23.0
11917,23.0
11918,23.0
11919,30.0
11920,29.0
11921,40.0
11922,52.0
11923,64.0
11924,65.0
11925,58.0
11926,54.0
11927,42.0
11928,43.0
11929,40.0
11930,50.0
11931,47.0
11932,57.0
11933,80.0
11934,108.0
11935,106.0
11936,98.0
11937,112.0
11938,104.0
11939,86.0
11940,82.0
11941,52.0
11942,42.0
11943,45.0
11944,34.0
11945,30.0
11946,30.0
11947,40.0
11948,36.0
11949,29.0
11950,25.0
11951,32.0
11952,38.0
11953,34.0
11954,32.0
11955,34.0
11956,29.0
11957,26.0
11958,23.0
11959,22.0
11960,17.0
11961,11.0
11962,20.0
11963,14.0
11964,16.0
11965,14.0
11966,14.0
11967,18.0
11968,12.0
11969,19.0
11970,19.0
11971,25.0
11972,30.0
11973,25.0
11974,27.0
11975,30.0
11976,76.0
11977,68.0
11978,77.0
11979,68.0
11980,59.0
11981,45.0
11982,37.0
11983,89.0
11984,52.0
11985,40.0
11986,45.0
11987,69.0
11988,80.0
11989,96.0
11990,107.0
11991,111.0
11992,121.0
11993,109.0
11994,94.0
11995,95.0
11996,105.0
11997,94.0
11998,121.0
11999,203.0
12000,84.0
12001,96.0
12002,83.0
12003,85.0
12004,93.0
12005,89.0
12006,75.0
12007,57.0
12008,271.0
12009,50.0
12010,74.0
12011,56.0
12012,48.0
12013,60.0
12014,49.0
12015,45.0
12016,42.0
12017,38.0
12018,43.0
12019,47.0
12020,63.0
12021,71.0
12022,105.0
12023,74.0
12024,71.0
12025,80.0
12026,79.0
12027,76.0
12028,69.0
12029,68.0
12030,94.0
12031,96.0
12032,98.0
12033,98.0
12034,109.0
12035,95.0
12036,87.0
12037,90.0
12038,69.0
12039,54.0
12040,52.0
12041,48.0
12042,40.0
12043,41.0
12044,21.0
12045,28.0
12046,28.0
12047,34.0
12048,58.0
12049,64.0
12050,68.0
12051,70.0
12052,68.0
12053,77.0
12054,84.0
12055,89.0
12056,103.0
12057,99.0
12058,100.0
12059,132.0
12060,198.0
12061,119.0
12062,137.0
12063,77.0
12064,93.0
12065,124.0
12066,146.0
12067,143.0
12068,115.0
12069,107.0
12070,99.0
12071,100.0
12072,103.0
12073,75.0
12074,61.0
12075,83.0
12076,90.0
12077,70.0
12078,75.0
12079,83.0
12080,79.0
12081,95.0
12082,134.0
12083,161.0
12084,151.0
12085,147.0
12086,143.0
12087,132.0
12088,119.0
12089,102.0
12090,97.0
12091,104.0
12092,123.0
12093,141.0
12094,167.0
12095,174.0
12096,196.0
12097,215.0
12098,214.0
12099,197.0
12100,168.0
12101,122.0
12102,66.0
12103,36.0
12104,20.0
12105,17.0
12106,17.333333333333332
12107,17.666666666666668
12108,18.0
12109,14.0
12110,16.0
12111,18.0
12112,20.0
12113,22.0
12114,22.0
12115,45.0
12116,121.0
12117,122.0
12118,114.0
12119,106.0
12120,62.0
12121,84.0
12122,79.0
12123,80.0
12124,85.0
12125,81.0
12126,79.0
12127,80.0
12128,79.0
12129,85.0
12130,85.0
12131,81.0
12132,90.0
12133,97.0
12134,103.0
12135,115.0
12136,117.0
12137,130.0
12138,132.0
12139,136.0
12140,150.0
12141,128.0
12142,144.0
12143,146.0
12144,152.0
12145,165.0
12146,178.0
12147,196.0
12148,215.0
12149,242.0
12150,249.0
12151,258.0
12152,259.0
12153,239.0
12154,224.0
12155,182.0
12156,111.0
12157,59.0
12158,43.0
12159,50.0
12160,54.0
12161,38.0
12162,40.0
12163,56.0
12164,64.0
12165,65.0
12166,63.0
12167,73.0
12168,74.0
12169,84.0
12170,80.0
12171,96.0
12172,109.0
12173,110.0
12174,102.0
12175,105.0
12176,105.0
12177,94.0
12178,92.0
12179,85.0
12180,61.0
12181,54.0
12182,46.0
12183,46.0
12184,56.0
12185,57.0
12186,59.0
12187,61.0
12188,76.0
12189,87.0
12190,99.0
12191,104.0
12192,92.0
12193,89.0
12194,85.0
12195,99.0
12196,98.0
12197,84.0
12198,83.0
12199,102.0
12200,84.0
12201,91.0
12202,104.0
12203,95.0
12204,88.0
12205,78.0
12206,84.0
12207,99.0
12208,93.0
12209,79.0
12210,79.0
12211,79.0
12212,91.0
12213,88.0
12214,92.0
12215,95.0
12216,107.0
12217,123.0
12218,117.0
12219,140.0
12220,150.0
12221,150.0
12222,132.0
12223,160.0
12224,158.0
12225,157.0
12226,113.0
12227,51.0
12228,13.0
12229,12.0
12230,7.0
12231,10.0
12232,8.0
12233,8.0
12234,10.0
12235,13.0
12236,18.0
12237,21.0
12238,21.0
12239,15.0
12240,10.0
12241,8.0
12242,9.0
12243,8.0
12244,15.0
12245,20.0
12246,20.0
12247,18.0
12248,15.0
12249,15.0
12250,16.0
12251,19.0
12252,23.0
12253,24.0
12254,26.0
12255,27.0
12256,27.0
12257,26.0
12258,23.0
12259,28.0
12260,27.0
12261,29.0
12262,31.0
12263,26.0
12264,26.0
12265,23.0
12266,39.0
12267,39.0
12268,40.0
12269,40.0
12270,94.0
12271,102.0
12272,100.0
12273,26.0
12274,19.0
12275,13.0
12276,17.0
12277,12.0
12278,16.0
12279,12.0
12280,13.0
12281,12.0
12282,14.0
12283,11.0
12284,8.0
12285,17.0
12286,13.0
12287,12.0
12288,13.0
12289,19.0
12290,27.0
12291,27.0
12292,38.0
12293,44.0
12294,44.0
12295,43.0
12296,49.0
12297,35.0
12298,18.0
12299,15.0
12300,21.0
12301,29.0
12302,21.0
12303,34.0
12304,32.0
12305,24.0
12306,32.0
12307,32.0
12308,34.0
12309,39.0
12310,40.0
12311,44.0
12312,38.0
12313,38.0
12314,42.0
12315,44.0
12316,54.0
12317,62.0
12318,78.0
12319,77.0
12320,75.0
12321,67.0
12322,52.0
12323,41.0
12324,29.0
12325,21.0
12326,19.0
12327,8.0
12328,14.0
12329,30.0
12330,29.0
12331,38.0
12332,63.0
12333,63.0
12334,63.0
12335,79.0
12336,71.0
12337,96.0
12338,102.0
12339,113.0
12340,73.0
12341,67.0
12342,67.0
12343,88.0
12344,85.0
12345,88.0
12346,104.0
12347,100.0
12348,99.0
12349,100.0
12350,107.0
12351,104.0
12352,90.0
12353,100.0
12354,99.0
12355,95.0
12356,97.0
12357,90.0
12358,76.0
12359,72.0
12360,81.0
12361,84.0
12362,90.0
12363,96.0
12364,115.0
12365,115.0
12366,108.0
12367,125.0
12368,123.0
12369,127.0
12370,132.0
12371,125.0
12372,119.0
12373,127.0
12374,139.0
12375,134.0
12376,131.0
12377,135.0
12378,137.0
12379,143.0
12380,140.0
12381,86.0
12382,83.0
12383,83.0
12384,68.0
12385,53.0
12386,52.0
12387,46.0
12388,49.0
12389,59.0
12390,52.0
12391,43.0
12392,46.0
12393,40.0
12394,32.0
12395,29.0
12396,33.0
12397,37.0
12398,37.0
12399,62.0
12400,80.0
12401,62.0
12402,53.0
12403,59.0
12404,51.0
12405,60.0
12406,59.0
12407,55.0
12408,49.0
12409,52.0
12410,55.0
12411,24.0
12412,21.0
12413,18.0
12414,25.0
12415,25.0
12416,18.0
12417,18.0
12418,24.0
12419,20.0
12420,31.0
12421,31.0
12422,28.0
12423,31.0
12424,28.0
12425,34.0
12426,32.0
12427,44.0
12428,46.0
12429,43.0
12430,48.0
12431,57.0
12432,53.0
12433,64.0
12434,52.0
12435,37.0
12436,35.0
12437,39.0
12438,31.0
12439,29.0
12440,28.0
12441,32.0
12442,33.0
12443,25.0
12444,30.0
12445,28.0
12446,36.0
12447,43.0
12448,43.0
12449,54.0
12450,56.0
12451,45.0
12452,48.0
12453,57.0
12454,50.0
12455,47.0
12456,48.0
12457,62.0
12458,77.0
12459,83.0
12460,87.0
12461,88.0
12462,107.0
12463,88.0
12464,88.0
12465,79.0
12466,60.0
12467,48.0
12468,38.0
12469,42.0
12470,47.0
12471,53.0
12472,52.0
12473,51.0
12474,53.0
12475,51.0
12476,54.0
12477,54.0
12478,54.0
12479,53.5
12480,53.0
12481,57.0
12482,80.0
12483,84.0
12484,90.0
12485,95.0
12486,108.0
12487,102.0
12488,90.0
12489,76.0
12490,54.0
12491,43.0
12492,43.0
12493,45.0
12494,43.0
12495,49.0
12496,56.0
12497,55.0
12498,59.0
12499,60.0
12500,68.0
12501,70.0
12502,81.0
12503,85.5
12504,90.0
12505,108.0
12506,109.0
12507,106.0
12508,96.0
12509,82.0
12510,87.0
12511,101.0
12512,99.0
12513,104.0
12514,101.0
12515,88.0
12516,9.0
12517,9.0
12518,6.0
12519,6.0
12520,7.0
12521,7.0
12522,9.0
12523,10.0
12524,12.0
12525,10.0
12526,17.0
12527,20.5
12528,24.0
12529,25.0
12530,19.0
12531,17.0
12532,14.0
12533,8.0
12534,6.0
12535,6.0
12536,5.0
12537,4.0
12538,3.0
12539,3.0
12540,5.0
12541,5.0
12542,5.0
12543,7.0
12544,6.0
12545,9.0
12546,8.0
12547,19.0
12548,26.0
12549,26.0
12550,38.0
12551,53.5
12552,69.0
12553,45.0
12554,33.0
12555,24.0
12556,29.0
12557,25.0
12558,26.0
12559,25.0
12560,45.0
12561,58.0
12562,59.0
12563,48.0
12564,45.0
12565,48.0
12566,43.0
12567,11.0
12568,11.0
12569,19.0
12570,25.0
12571,30.0
12572,44.0
12573,38.0
12574,33.0
12575,34.0
12576,35.0
12577,35.6
12578,36.2
12579,36.8
12580,37.4
12581,38.0
12582,38.6
12583,39.2
12584,39.8
12585,40.4
12586,41.0
12587,32.0
12588,32.0
12589,25.0
12590,17.0
12591,32.0
12592,20.0
12593,15.0
12594,33.0
12595,19.0
12596,22.0
12597,31.0
12598,49.0
12599,52.0
12600,59.0
12601,67.0
12602,62.0
12603,58.0
12604,50.0
12605,71.0
12606,76.0
12607,82.0
12608,83.0
12609,99.0
12610,78.0
12611,80.0
12612,77.0
12613,79.0
12614,79.0
12615,59.0
12616,75.0
12617,94.0
12618,88.0
12619,88.0
12620,85.0
12621,87.0
12622,94.0
12623,103.0
12624,101.0
12625,114.0
12626,123.0
12627,122.0
12628,96.0
12629,51.0
12630,23.0
12631,59.0
12632,43.0
12633,13.0
12634,13.0
12635,16.0
12636,13.0
12637,12.0
12638,18.0
12639,16.0
12640,15.0
12641,20.0
12642,17.0
12643,19.0
12644,40.0
12645,44.0
12646,33.0
12647,33.0
12648,37.0
12649,37.0
12650,50.0
12651,51.0
12652,39.0
12653,28.0
12654,35.0
12655,31.0
12656,31.0
12657,27.0
12658,23.0
12659,18.0
12660,16.0
12661,12.0
12662,14.0
12663,14.0
12664,10.0
12665,20.0
12666,30.0
12667,40.0
12668,44.0
12669,38.0
12670,50.0
12671,64.0
12672,99.0
12673,110.0
12674,105.0
12675,108.0
12676,121.0
12677,126.0
12678,103.0
12679,78.0
12680,93.0
12681,49.0
12682,29.0
12683,25.0
12684,34.0
12685,39.0
12686,41.0
12687,48.0
12688,49.0
12689,19.0
12690,14.0
12691,24.0
12692,22.0
12693,30.0
12694,30.0
12695,37.0
12696,35.0
12697,39.0
12698,38.0
12699,35.0
12700,29.0
12701,28.0
12702,18.0
12703,25.0
12704,34.0
12705,24.0
12706,23.0
12707,30.0
12708,35.0
12709,46.0
12710,47.0
12711,39.0
12712,50.0
12713,54.0
12714,59.0
12715,58.0
12716,70.0
12717,90.0
12718,106.0
12719,128.0
12720,118.0
12721,111.0
12722,131.0
12723,153.0
12724,169.0
12725,161.0
12726,141.0
12727,117.0
12728,117.0
12729,101.0
12730,94.0
12731,89.0
12732,82.0
12733,105.0
12734,130.0
12735,161.0
12736,156.0
12737,100.0
12738,62.0
12739,84.0
12740,61.0
12741,80.0
12742,113.0
12743,140.0
12744,134.0
12745,117.0
12746,112.0
12747,130.0
12748,148.0
12749,162.0
12750,169.0
12751,164.0
12752,169.0
12753,155.0
12754,178.0
12755,191.0
12756,196.0
12757,138.0
12758,132.0
12759,105.0
12760,111.0
12761,96.0
12762,105.0
12763,108.0
12764,111.0
12765,103.0
12766,114.0
12767,176.0
12768,221.0
12769,225.0
12770,84.0
12771,13.0
12772,20.0
12773,28.0
12774,29.0
12775,24.0
12776,32.0
12777,40.0
12778,47.0
12779,49.0
12780,77.0
12781,103.0
12782,119.0
12783,132.0
12784,148.0
12785,38.0
12786,60.0
12787,76.0
12788,56.0
12789,62.0
12790,63.0
12791,75.0
12792,67.0
12793,74.0
12794,71.0
12795,76.0
12796,79.0
12797,82.0
12798,53.0
12799,46.0
12800,46.0
12801,45.0
12802,24.0
12803,11.0
12804,22.0
12805,34.5
12806,47.0
12807,59.0
12808,71.0
12809,83.0
12810,77.0
12811,80.0
12812,108.0
12813,121.0
12814,144.0
12815,143.0
12816,151.0
12817,153.0
12818,146.0
12819,141.0
12820,151.0
12821,158.0
12822,119.0
12823,137.0
12824,191.0
12825,200.0
12826,200.0
12827,181.0
12828,116.0
12829,106.0
12830,114.0
12831,109.0
12832,87.0
12833,65.0
12834,71.0
12835,79.0
12836,73.0
12837,72.0
12838,74.0
12839,78.0
12840,89.0
12841,86.0
12842,59.0
12843,39.0
12844,48.0
12845,41.0
12846,63.0
12847,59.0
12848,35.0
12849,22.0
12850,13.0
12851,19.0
12852,12.0
12853,10.0
12854,11.0
12855,17.0
12856,20.0
12857,20.0
12858,38.0
12859,61.0
12860,94.0
12861,89.0
12862,82.0
12863,74.0
12864,70.0
12865,70.0
12866,71.0
12867,76.0
12868,72.0
12869,60.0
12870,64.0
12871,73.0
12872,70.0
12873,74.0
12874,57.0
12875,62.0
12876,61.0
12877,54.0
12878,51.0
12879,53.0
12880,57.0
12881,66.0
12882,66.0
12883,15.0
12884,18.0
12885,18.0
12886,15.0
12887,16.0
12888,18.0
12889,23.0
12890,23.0
12891,23.0
12892,15.0
12893,18.0
12894,20.0
12895,38.0
12896,51.0
12897,49.0
12898,51.0
12899,40.0
12900,50.0
12901,50.0
12902,38.0
12903,36.0
12904,41.0
12905,34.0
12906,13.0
12907,29.0
12908,34.0
12909,39.0
12910,42.0
12911,36.0
12912,31.0
12913,25.0
12914,27.0
12915,23.0
12916,21.0
12917,25.0
12918,18.0
12919,18.0
12920,15.0
12921,19.0
12922,8.0
12923,16.0
12924,17.0
12925,18.0
12926,17.0
12927,16.0
12928,26.0
12929,24.0
12930,28.0
12931,27.0
12932,34.0
12933,28.0
12934,29.0
12935,43.0
12936,44.0
12937,50.0
12938,59.0
12939,66.0
12940,66.0
12941,66.0
12942,63.0
12943,64.0
12944,68.0
12945,64.0
12946,50.0
12947,47.0
12948,37.0
12949,40.0
12950,47.0
12951,54.0
12952,48.0
12953,47.0
12954,41.0
12955,50.0
12956,57.0
12957,64.0
12958,54.0
12959,52.0
12960,54.0
12961,62.0
12962,58.0
12963,69.0
12964,77.0
12965,89.0
12966,90.0
12967,86.0
12968,74.0
12969,74.0
12970,75.0
12971,85.0
12972,93.0
12973,96.0
12974,109.0
12975,98.0
12976,113.0
12977,128.0
12978,117.0
12979,116.0
12980,127.0
12981,133.0
12982,150.0
12983,159.0
12984,185.0
12985,178.0
12986,193.0
12987,191.0
12988,199.0
12989,196.0
12990,190.0
12991,168.0
12992,128.0
12993,100.0
12994,91.0
12995,87.0
12996,73.0
12997,62.0
12998,66.0
12999,106.0
13000,95.0
13001,93.0
13002,75.0
13003,62.0
13004,61.0
13005,68.0
13006,75.0
13007,62.0
13008,31.0
13009,39.0
13010,46.0
13011,17.0
13012,6.0
13013,4.0
13014,4.0
13015,15.0
13016,10.0
13017,16.0
13018,7.0
13019,11.0
13020,12.0
13021,7.0
13022,10.0
13023,11.0
13024,13.0
13025,13.0
13026,11.0
13027,18.0
13028,27.0
13029,32.0
13030,25.0
13031,28.0
13032,22.0
13033,35.0
13034,32.0
13035,28.0
13036,22.0
13037,17.0
13038,26.0
13039,24.0
13040,17.0
13041,16.0
13042,13.0
13043,14.0
13044,9.0
13045,15.0
13046,15.0
13047,15.0
13048,6.0
13049,15.0
13050,15.0
13051,26.0
13052,21.0
13053,25.0
13054,28.0
13055,30.0
13056,54.0
13057,43.0
13058,32.0
13059,37.0
13060,30.0
13061,26.0
13062,50.0
13063,77.0
13064,45.0
13065,36.0
13066,48.0
13067,60.0
13068,48.0
13069,59.0
13070,61.0
13071,59.0
13072,31.0
13073,39.0
13074,33.0
13075,62.0
13076,59.0
13077,66.0
13078,69.0
13079,70.0
13080,67.0
13081,59.0
13082,68.0
13083,84.0
13084,104.0
13085,94.0
13086,80.0
13087,65.0
13088,61.0
13089,64.0
13090,71.0
13091,93.0
13092,104.0
13093,95.0
13094,74.0
13095,72.0
13096,51.0
13097,54.0
13098,40.0
13099,45.0
13100,51.0
13101,59.0
13102,57.0
13103,59.0
13104,58.0
13105,59.0
13106,63.0
13107,76.0
13108,86.0
13109,100.0
13110,108.0
13111,108.0
13112,101.0
13113,105.0
13114,105.0
13115,102.0
13116,116.0
13117,124.0
13118,122.0
13119,122.0
13120,121.0
13121,141.0
13122,163.0
13123,168.0
13124,149.0
13125,66.0
13126,48.0
13127,27.0
13128,30.0
13129,34.0
13130,43.0
13131,45.0
13132,65.0
13133,59.0
13134,58.0
13135,57.0
13136,52.0
13137,33.0
13138,50.0
13139,56.0
13140,64.0
13141,66.0
13142,72.0
13143,78.0
13144,78.0
13145,84.0
13146,98.0
13147,110.0
13148,114.0
13149,101.0
13150,111.0
13151,110.0
13152,134.0
13153,169.0
13154,190.0
13155,214.0
13156,239.0
13157,250.0
13158,259.0
13159,263.0
13160,280.0
13161,277.0
13162,274.0
13163,256.0
13164,232.0
13165,212.0
13166,177.0
13167,175.0
13168,167.0
13169,161.0
13170,150.0
13171,153.0
13172,206.0
13173,237.0
13174,250.0
13175,295.0
13176,291.0
13177,299.0
13178,303.0
13179,293.0
13180,281.0
13181,259.0
13182,226.0
13183,201.0
13184,185.0
13185,153.0
13186,145.0
13187,152.0
13188,137.0
13189,137.0
13190,139.0
13191,178.0
13192,200.0
13193,213.0
13194,148.0
13195,194.0
13196,172.0
13197,151.0
13198,156.0
13199,168.0
13200,172.0
13201,174.0
13202,169.0
13203,158.0
13204,152.0
13205,149.0
13206,148.0
13207,125.0
13208,112.0
13209,105.0
13210,114.0
13211,96.0
13212,80.0
13213,71.0
13214,67.0
13215,74.0
13216,70.0
13217,77.0
13218,77.0
13219,91.0
13220,107.0
13221,157.0
13222,184.0
13223,182.0
13224,207.0
13225,233.0
13226,212.0
13227,209.0
13228,237.0
13229,252.0
13230,233.0
13231,240.0
13232,218.0
13233,217.0
13234,196.0
13235,180.0
13236,157.0
13237,153.0
13238,153.0
13239,150.0
13240,158.0
13241,168.0
13242,167.0
13243,184.0
13244,194.0
13245,181.0
13246,153.0
13247,139.0
13248,133.0
13249,130.0
13250,116.0
13251,114.0
13252,99.0
13253,94.0
13254,84.0
13255,80.0
13256,80.0
13257,88.0
13258,103.0
13259,132.0
13260,151.0
13261,165.0
13262,182.0
13263,191.0
13264,193.0
13265,192.0
13266,189.0
13267,188.0
13268,223.0
13269,239.0
13270,235.0
13271,196.0
13272,180.0
13273,192.0
13274,187.0
13275,164.0
13276,156.0
13277,163.0
13278,144.0
13279,137.0
13280,131.0
13281,115.0
13282,68.0
13283,26.0
13284,16.0
13285,15.0
13286,10.0
13287,13.0
13288,11.0
13289,8.0
13290,10.0
13291,16.0
13292,49.0
13293,45.0
13294,42.0
13295,55.0
13296,53.0
13297,85.0
13298,37.0
13299,19.0
13300,21.0
13301,16.0
13302,17.0
13303,17.0
13304,16.0
13305,11.0
13306,11.0
13307,14.0
13308,9.0
13309,8.0
13310,10.0
13311,14.0
13312,14.0
13313,22.0
13314,32.0
13315,36.0
13316,29.0
13317,31.0
13318,35.0
13319,34.0
13320,28.0
13321,52.0
13322,70.0
13323,52.0
13324,39.0
13325,31.0
13326,25.0
13327,25.0
13328,28.0
13329,28.0
13330,25.0
13331,15.0
13332,17.0
13333,18.0
13334,35.0
13335,17.0
13336,17.0
13337,18.0
13338,24.0
13339,28.0
13340,31.0
13341,40.0
13342,42.0
13343,48.0
13344,52.0
13345,53.0
13346,58.0
13347,58.0
13348,64.0
13349,61.0
13350,41.0
13351,35.0
13352,18.0
13353,11.0
13354,13.0
13355,12.0
13356,9.0
13357,9.0
13358,16.0
13359,13.0
13360,16.0
13361,9.0
13362,18.0
13363,28.0
13364,32.0
13365,33.0
13366,35.0
13367,46.0
13368,19.0
13369,21.0
13370,9.0
13371,12.0
13372,9.0
13373,10.0
13374,12.0
13375,10.0
13376,10.0
13377,9.0
13378,7.0
13379,6.0
13380,7.0
13381,8.0
13382,9.0
13383,10.0
13384,11.0
13385,12.0
13386,17.0
13387,16.0
13388,19.0
13389,22.0
13390,20.0
13391,36.0
13392,35.0
13393,30.0
13394,13.0
13395,19.0
13396,20.0
13397,18.0
13398,17.0
13399,17.0
13400,10.0
13401,13.0
13402,13.0
13403,10.0
13404,10.0
13405,12.0
13406,11.0
13407,9.0
13408,20.0
13409,21.0
13410,20.0
13411,26.0
13412,35.0
13413,58.0
13414,45.0
13415,50.0
13416,58.0
13417,44.0
13418,46.0
13419,31.0
13420,23.0
13421,21.0
13422,24.0
13423,19.0
13424,22.0
13425,18.0
13426,19.0
13427,21.0
13428,22.0
13429,29.0
13430,36.0
13431,39.0
13432,36.0
13433,42.0
13434,38.0
13435,36.0
13436,30.0
13437,15.0
13438,19.0
13439,30.0
13440,60.0
13441,40.0
13442,29.0
13443,35.0
13444,40.0
13445,42.0
13446,37.0
13447,44.0
13448,49.0
13449,50.0
13450,52.0
13451,50.0
13452,52.0
13453,50.0
13454,55.0
13455,57.0
13456,45.0
13457,51.0
13458,49.0
13459,54.0
13460,62.0
13461,73.0
13462,81.0
13463,93.0
13464,108.0
13465,112.0
13466,113.0
13467,85.0
13468,90.0
13469,85.0
13470,121.0
13471,130.0
13472,133.0
13473,148.0
13474,160.0
13475,159.0
13476,172.0
13477,142.0
13478,146.0
13479,134.0
13480,111.0
13481,90.0
13482,60.0
13483,60.0
13484,70.0
13485,80.0
13486,74.0
13487,64.0
13488,82.0
13489,111.0
13490,112.0
13491,128.0
13492,126.0
13493,147.0
13494,135.0
13495,142.0
13496,144.0
13497,142.0
13498,139.0
