,Value
564,16.0
565,17.0
566,13.0
567,16.0
568,14.0
569,10.0
570,23.0
571,30.0
572,27.0
573,23.0
574,27.0
575,27.0
576,31.0
577,47.0
578,46.0
579,42.0
580,47.0
581,64.0
582,68.0
583,48.0
584,40.0
585,50.0
586,55.0
587,53.0
588,65.0
589,71.0
590,84.0
591,78.0
592,73.0
593,84.0
594,109.0
595,130.0
596,113.0
597,118.0
598,124.0
599,135.0
600,174.0
601,161.0
602,186.0
603,189.0
604,169.0
605,155.0
606,138.0
607,126.0
608,124.0
609,96.0
610,94.0
611,122.0
612,156.0
613,198.0
614,162.0
615,162.0
616,172.0
617,195.0
618,177.0
619,174.0
620,165.0
621,170.0
622,179.0
623,229.0
624,307.0
625,347.0
626,318.0
627,293.0
628,258.0
629,284.0
630,312.0
631,310.0
632,261.0
633,387.0
634,340.0
635,306.0
636,321.0
637,322.0
638,313.0
639,320.0
640,288.0
641,300.0
642,314.0
643,317.0
644,329.0
645,306.0
646,318.0
647,340.0
648,359.0
649,362.0
650,369.0
651,364.0
652,364.0
653,357.0
654,362.0
655,369.0
656,348.0
657,348.0
658,357.0
659,367.0
660,384.0
661,394.0
662,409.0
663,496.0
664,490.0
665,459.0
666,446.0
667,444.0
668,443.0
669,444.0
670,510.0
671,508.0
672,490.0
673,472.0
674,451.0
675,448.0
676,487.0
677,526.0
678,460.0
679,438.0
680,425.0
681,462.0
682,493.0
683,484.0
684,463.0
685,476.0
686,445.0
687,441.0
688,436.0
689,411.0
690,389.0
691,357.0
692,345.0
693,335.0
694,322.0
695,316.0
696,315.0
697,304.0
698,282.0
699,260.0
700,266.0
701,278.0
702,273.0
703,275.0
704,287.0
705,302.0
706,299.0
707,297.0
708,286.0
709,297.0
710,288.0
711,281.0
712,251.0
713,248.0
714,222.0
715,199.0
716,265.0
717,288.0
718,296.0
719,311.0
720,276.0
721,259.0
722,205.0
723,181.0
724,213.0
725,208.0
726,206.0
727,183.0
728,178.0
729,178.0
730,169.0
731,177.0
732,174.0
733,172.0
734,157.0
735,143.0
736,147.0
737,136.0
738,144.0
739,146.0
740,149.0
741,129.0
742,111.0
743,123.0
744,155.0
745,134.0
746,98.0
747,53.0
748,26.0
749,15.0
750,21.0
751,29.0
752,14.0
753,18.0
754,20.0
755,24.0
756,22.0
757,19.0
758,21.0
759,15.0
760,16.0
761,22.0
762,23.0
763,27.0
764,21.0
765,9.0
766,14.0
767,14.0
768,10.0
769,9.0
770,16.0
771,16.0
772,15.0
773,19.0
774,17.0
775,38.0
776,32.0
777,46.0
778,50.0
779,52.0
780,55.0
781,51.0
782,63.0
783,55.0
784,57.0
785,59.0
786,66.0
787,81.0
788,84.0
789,83.0
790,90.0
791,114.0
792,129.0
793,150.0
794,161.0
795,166.0
796,191.0
797,135.0
798,126.0
799,126.0
800,138.0
801,165.0
802,181.0
803,194.0
804,201.0
805,202.0
806,223.0
807,228.0
808,227.0
809,227.0
810,232.0
811,219.0
812,239.0
813,233.0
814,225.0
815,215.0
816,217.0
817,100.0
818,25.0
819,12.0
820,16.0
821,14.0
822,20.0
823,12.0
824,18.0
825,15.0
826,18.0
827,21.0
828,17.0
829,19.0
830,21.0
831,22.0
832,27.0
833,29.0
834,27.0
835,31.0
836,32.0
837,29.0
838,65.0
839,94.0
840,77.0
841,60.0
842,52.0
843,49.0
844,50.0
845,57.0
846,72.0
847,85.0
848,89.0
849,85.0
850,80.0
851,82.0
852,90.0
853,89.0
854,90.0
855,96.0
856,99.0
857,105.0
858,115.0
859,128.0
860,136.0
861,148.0
862,152.0
863,156.0
864,192.0
865,214.0
866,234.0
867,229.0
868,212.0
869,208.0
870,227.0
871,220.0
872,203.0
873,188.0
874,11.0
875,9.0
876,9.0
877,9.0
878,6.0
879,10.0
880,8.0
881,5.0
882,8.0
883,9.0
884,12.0
885,9.0
886,9.0
887,9.0
888,7.0
889,7.0
890,7.0
891,6.0
892,9.0
893,8.0
894,11.0
895,11.0
896,8.0
897,10.0
898,10.0
899,15.0
900,13.0
901,11.0
902,10.0
903,9.0
904,12.0
905,18.0
906,24.0
907,18.0
908,18.0
909,20.0
910,27.0
911,15.0
912,10.0
913,12.0
914,9.0
915,13.0
916,11.0
917,10.0
918,15.0
919,19.0
920,26.0
921,26.0
922,15.0
923,26.0
924,48.0
925,64.0
926,56.0
927,57.0
928,66.0
929,106.0
930,166.0
931,174.0
932,152.0
933,144.0
934,115.0
935,108.0
936,111.0
937,111.0
938,125.0
939,128.0
940,156.0
941,168.0
942,175.0
943,172.0
944,192.0
945,185.0
946,184.0
947,172.0
948,167.0
949,155.0
950,163.0
951,156.0
952,161.0
953,175.0
954,210.0
955,282.0
956,428.0
957,512.0
958,167.0
959,71.0
960,419.0
961,209.0
962,185.0
963,78.0
964,23.0
965,17.0
966,10.0
967,17.0
968,20.0
969,25.0
970,20.0
971,16.0
972,20.0
973,14.0
974,13.0
975,16.0
976,16.0
977,14.0
978,23.0
979,31.0
980,58.0
981,67.0
982,70.0
983,55.0
984,36.0
985,21.0
986,20.0
987,21.0
988,17.0
989,41.0
990,46.0
991,23.0
992,24.0
993,36.0
994,43.0
995,59.0
996,77.0
997,93.0
998,103.0
999,100.0
1000,87.0
1001,107.0
1002,124.0
1003,121.0
1004,113.0
1005,113.0
1006,75.0
1007,67.0
1008,68.0
1009,78.0
1010,145.0
1011,129.0
1012,132.0
1013,130.0
1014,138.0
1015,133.0
1016,70.0
1017,83.0
1018,38.0
1019,94.0
1020,78.0
1021,101.0
1022,71.0
1023,71.0
1024,115.0
1025,123.0
1026,163.0
1027,162.0
1028,167.0
1029,183.0
1030,190.0
1031,197.0
1032,229.0
1033,246.0
1034,263.0
1035,267.0
1036,282.0
1037,290.0
1038,304.0
1039,307.0
1040,326.0
1041,352.0
1042,341.0
1043,344.0
1044,365.0
1045,348.0
1046,330.0
1047,334.0
1048,320.0
1049,292.0
1050,312.0
1051,296.0
1052,293.0
1053,344.0
1054,384.0
1055,392.0
1056,374.0
1057,208.0
1058,143.0
1059,38.0
1060,15.0
1061,9.0
1062,11.0
1063,13.0
1064,13.0
1065,15.0
1066,12.0
1067,9.0
1068,7.0
1069,9.0
1070,14.0
1071,18.0
1072,16.0
1073,21.0
1074,22.0
1075,54.0
1076,126.0
1077,237.0
1078,197.0
1079,48.0
1080,17.0
1081,12.0
1082,15.0
1083,16.0
1084,17.0
1085,14.0
1086,12.0
1087,16.0
1088,16.0
1089,11.0
1090,26.0
1091,27.0
1092,47.0
1093,75.0
1094,66.0
1095,54.0
1096,59.0
1097,69.0
1098,63.0
1099,57.0
1100,66.0
1101,75.0
1102,77.0
1103,66.0
1104,87.0
1105,96.0
1106,75.0
1107,80.0
1108,78.0
1109,81.0
1110,86.0
1111,112.0
1112,97.0
1113,118.0
1114,121.0
1115,135.0
1116,139.0
1117,144.0
1118,149.0
1119,159.0
1120,167.0
1121,167.0
1122,192.0
1123,208.0
1124,227.0
1125,241.0
1126,259.0
1127,271.0
1128,281.0
1129,296.0
1130,220.0
1131,255.0
1132,253.0
1133,247.0
1134,274.0
1135,276.0
1136,231.0
1137,215.0
1138,167.0
1139,74.0
1140,22.0
1141,14.0
1142,13.0
1143,12.0
1144,11.0
1145,10.0
1146,12.0
1147,20.0
1148,8.0
1149,21.0
1150,26.0
1151,19.0
1152,14.0
1153,14.0
1154,10.0
1155,10.0
1156,11.0
1157,12.0
1158,15.0
1159,13.0
1160,16.0
1161,15.0
1162,18.0
1163,19.0
1164,23.0
1165,34.0
1166,31.0
1167,38.0
1168,41.0
1169,52.0
1170,52.0
1171,46.0
1172,13.0
1173,22.0
1174,9.0
1175,9.0
1176,6.0
1177,5.0
1178,8.0
1179,8.0
1180,12.0
1181,9.0
1182,9.0
1183,11.0
1184,13.0
1185,24.0
1186,14.0
1187,18.0
1188,30.0
1189,31.0
1190,41.0
1191,39.0
1192,42.0
1193,45.0
1194,57.0
1195,62.0
1196,72.0
1197,68.0
1198,90.0
1199,77.0
1200,73.0
1201,73.0
1202,63.0
1203,65.0
1204,81.0
1205,104.0
1206,109.0
1207,140.0
1208,133.0
1209,126.0
1210,129.0
1211,117.0
1212,126.0
1213,107.0
1214,68.0
1215,8.0
1216,12.0
1217,42.0
1218,58.0
1219,67.0
1220,77.0
1221,68.0
1222,76.0
1223,80.0
1224,67.0
1225,66.0
1226,175.0
1227,159.0
1228,147.0
1229,153.0
1230,153.0
1231,162.0
1232,171.0
1233,186.0
1234,191.0
1235,200.0
1236,212.0
1237,222.0
1238,237.0
1239,250.0
1240,264.0
1241,271.0
1242,268.0
1243,278.0
1244,285.0
1245,316.0
1246,332.0
1247,339.0
1248,322.0
1249,321.0
1250,266.0
1251,219.0
1252,222.0
1253,259.0
1254,28.0
1255,8.0
1256,10.0
1257,9.0
1258,10.0
1259,14.0
1260,11.0
1261,10.0
1262,14.0
1263,10.0
1264,9.0
1265,17.0
1266,30.0
1267,31.0
1268,41.0
1269,38.0
1270,49.0
1271,94.0
1272,116.0
1273,114.0
1274,120.0
1275,113.0
1276,90.0
1277,73.0
1278,63.0
1279,54.0
1280,55.0
1281,58.0
1282,61.0
1283,76.0
1284,78.0
1285,88.0
1286,116.0
1287,144.0
1288,163.0
1289,164.0
1290,185.0
1291,243.0
1292,256.0
1293,356.0
1294,364.0
1295,426.0
1296,397.0
1297,417.0
1298,372.0
1299,318.0
1300,287.0
1301,245.0
1302,266.0
1303,270.0
1304,282.0
1305,284.0
1306,319.0
1307,347.0
1308,337.0
1309,320.0
1310,323.0
1311,318.0
1312,313.0
1313,316.0
1314,313.0
1315,404.0
1316,532.0
1317,386.0
1318,383.0
1319,240.0
1320,226.0
1321,222.0
1322,202.0
1323,207.0
1324,200.0
1325,183.0
1326,176.0
1327,153.0
1328,150.0
1329,137.0
1330,111.0
1331,118.0
1332,118.0
1333,128.0
1334,143.0
1335,153.0
1336,158.0
1337,153.0
1338,143.0
1339,146.0
1340,144.0
1341,148.0
1342,153.0
1343,155.0
1344,153.0
1345,153.0
1346,148.0
1347,152.0
1348,163.0
1349,155.0
1350,175.0
1351,143.0
1352,155.0
1353,172.0
1354,173.0
1355,190.0
1356,200.0
1357,208.0
1358,198.0
1359,196.0
1360,213.0
1361,206.0
1362,244.0
1363,289.0
1364,341.0
1365,370.0
1366,382.0
1367,415.0
1368,414.0
1369,415.0
1370,408.0
1371,414.0
1372,403.0
1373,395.0
1374,394.0
1375,330.0
1376,247.0
1377,188.0
1378,129.0
1379,63.0
1380,49.0
1381,32.0
1382,25.0
1383,23.0
1384,27.0
1385,277.0
1386,273.0
1387,241.0
1388,259.0
1389,259.0
1390,265.0
1391,367.0
1392,392.0
1393,400.0
1394,441.0
1395,466.0
1396,485.0
1397,525.0
1398,502.0
1399,449.0
1400,469.0
1401,510.0
1402,229.0
1403,111.0
1404,95.0
1405,89.0
1406,39.0
1407,20.0
1408,17.0
1409,13.0
1410,11.0
1411,12.0
1412,8.0
1413,6.0
1414,9.0
1415,9.0
1416,7.0
1417,5.0
1418,6.0
1419,4.0
1420,8.0
1421,9.0
1422,9.0
1423,12.0
1424,10.0
1425,11.0
1426,12.0
1427,11.0
1428,11.0
1429,9.0
1430,9.0
1431,8.0
1432,9.0
1433,10.0
1434,13.0
1435,13.0
1436,17.0
1437,27.0
1438,12.0
1439,10.0
1440,11.0
1441,8.0
1442,10.0
1443,9.0
1444,10.0
1445,12.0
1446,19.0
1447,18.0
1448,18.0
1449,17.0
1450,24.0
1451,33.0
1452,43.0
1453,39.0
1454,42.0
1455,56.0
1456,59.0
1457,67.0
1458,66.0
1459,81.0
1460,100.0
1461,120.0
1462,153.0
1463,157.0
1464,161.0
1465,145.0
1466,113.0
1467,119.0
1468,133.0
1469,134.0
1470,138.0
1471,123.0
1472,100.0
1473,110.0
1474,117.0
1475,115.0
1476,110.0
1477,38.0
1478,19.0
1479,25.0
1480,50.0
1481,55.0
1482,143.0
1483,162.0
1484,86.0
1485,73.0
1486,86.0
1487,69.0
1488,24.0
1489,5.0
1490,4.0
1491,5.0
1492,7.0
1493,7.0
1494,9.0
1495,17.0
1496,16.0
1497,16.0
1498,15.0
1499,14.0
1500,10.0
1501,10.0
1502,13.0
1503,17.0
1504,23.0
1505,25.0
1506,36.0
1507,47.0
1508,54.0
1509,60.0
1510,78.0
1511,80.0
1512,98.0
1513,101.0
1514,115.0
1515,129.0
1516,116.0
1517,116.0
1518,126.0
1519,130.0
1520,150.0
1521,163.0
1522,172.0
1523,192.0
1524,181.0
1525,187.0
1526,204.0
1527,218.0
1528,222.0
1529,208.0
1530,225.0
1531,235.0
1532,263.0
1533,274.0
1534,275.0
1535,302.0
1536,225.0
1537,220.0
1538,207.0
1539,202.0
1540,200.0
1541,206.0
1542,202.0
1543,203.0
1544,196.0
1545,188.0
1546,187.0
1547,204.0
1548,233.0
1549,259.0
1550,267.0
1551,246.0
1552,247.0
1553,257.0
1554,257.0
1555,257.0
1556,257.0
1557,249.0
1558,245.0
1559,242.0
1560,239.0
1561,240.0
1562,238.0
1563,338.0
1564,334.0
1565,344.0
1566,351.0
1567,331.0
1568,327.0
1569,306.0
1570,289.0
1571,363.0
1572,306.0
1573,293.0
1574,279.0
1575,230.0
1576,201.0
1577,200.0
1578,195.0
1579,294.0
1580,510.0
1581,516.0
1582,469.0
1583,450.0
1584,397.0
1585,365.0
1586,364.0
1587,357.0
1588,357.0
1589,350.0
1590,337.0
1591,323.0
1592,306.0
1593,234.0
1594,139.0
1595,95.0
1596,189.0
1597,410.0
1598,216.0
1599,145.0
1600,99.0
1601,87.0
1602,93.0
1603,95.0
1604,101.0
1605,97.0
1606,89.0
1607,87.0
1608,105.0
1609,114.0
1610,119.0
1611,128.0
1612,129.0
1613,122.0
1614,122.0
1615,124.0
1616,136.0
1617,141.0
1618,33.0
1619,42.0
1620,32.0
1621,40.0
1622,32.0
1623,19.0
1624,16.0
1625,13.0
1626,16.0
1627,12.0
1628,10.0
1629,18.0
1630,12.0
1631,12.0
1632,15.0
1633,18.0
1634,20.0
1635,18.0
1636,22.0
1637,27.0
1638,26.0
1639,27.0
1640,29.0
1641,27.0
1642,33.0
1643,32.0
1644,33.0
1645,35.0
1646,33.0
1647,37.0
1648,42.0
1649,59.0
1650,67.0
1651,80.0
1652,75.0
1653,87.0
1654,88.0
1655,81.0
1656,106.0
1657,103.0
1658,118.0
1659,111.0
1660,110.0
1661,102.0
1662,94.0
1663,105.0
1664,122.0
1665,155.0
1666,150.0
1667,156.0
1668,134.0
1669,114.0
1670,114.0
1671,120.0
1672,153.0
1673,148.0
1674,162.0
1675,164.0
1676,158.0
1677,117.0
1678,108.0
1679,114.0
1680,135.0
1681,131.0
1682,135.0
1683,137.0
1684,150.0
1685,153.0
1686,145.0
1687,127.0
1688,130.0
1689,161.0
1690,164.0
1691,167.0
1692,148.0
1693,153.0
1694,147.0
1695,150.0
1696,152.0
1697,164.0
1698,159.0
1699,176.0
1700,174.0
1701,194.0
1702,114.0
1703,67.0
1704,23.0
1705,13.0
1706,10.0
1707,11.0
1708,17.0
1709,14.0
1710,16.0
1711,15.0
1712,16.0
1713,16.0
1714,17.0
1715,13.0
1716,10.0
1717,14.0
1718,12.0
1719,15.0
1720,16.0
1721,23.0
1722,37.0
1723,38.0
1724,30.0
1725,34.0
1726,48.0
1727,71.0
1728,82.0
1729,77.0
1730,83.0
1731,92.0
1732,84.0
1733,84.0
1734,75.0
1735,88.0
1736,92.0
1737,92.0
1738,112.0
1739,118.0
1740,124.0
1741,122.0
1742,109.0
1743,111.0
1744,121.0
1745,128.0
1746,127.0
1747,126.0
1748,136.0
1749,165.0
1750,182.0
1751,182.0
1752,195.0
1753,205.0
1754,217.0
1755,226.0
1756,220.0
1757,197.0
1758,187.0
1759,174.0
1760,181.0
1761,192.0
1762,216.0
1763,247.0
1764,254.0
1765,271.0
1766,302.0
1767,294.0
1768,280.0
1769,294.0
1770,302.0
1771,324.0
1772,315.0
1773,328.0
1774,355.0
1775,405.0
1776,347.0
1777,346.0
1778,342.0
1779,327.0
1780,332.0
1781,328.0
1782,326.5
1783,325.0
1784,315.0
1785,295.0
1786,239.0
1787,212.0
1788,214.0
1789,215.0
1790,208.0
1791,229.0
1792,235.0
1793,199.0
1794,251.0
1795,280.0
1796,250.0
1797,205.0
1798,202.0
1799,204.0
1800,216.0
1801,221.0
1802,227.0
1803,235.0
1804,236.0
1805,232.0
1806,241.0
1807,258.0
1808,273.0
1809,287.0
1810,316.0
1811,337.0
1812,359.0
1813,394.0
1814,393.0
1815,402.0
1816,400.0
1817,422.0
1818,429.0
1819,480.0
1820,512.0
1821,541.0
1822,522.0
1823,498.0
1824,517.0
1825,246.0
1826,39.0
1827,14.0
1828,15.0
1829,10.0
1830,13.0
1831,9.0
1832,13.0
1833,10.0
1834,7.0
1835,6.0
1836,9.0
1837,10.0
1838,19.0
1839,14.0
1840,22.0
1841,25.0
1842,87.0
1843,49.0
1844,36.0
1845,30.0
1846,35.0
1847,30.0
1848,33.0
1849,34.0
1850,36.0
1851,25.0
1852,23.0
1853,22.0
1854,34.0
1855,34.0
1856,48.0
1857,59.0
1858,68.0
1859,69.0
1860,69.0
1861,69.0
1862,72.0
1863,63.0
1864,57.0
1865,41.0
1866,60.0
1867,69.0
1868,100.0
1869,105.0
1870,83.0
1871,75.0
1872,62.0
1873,53.0
1874,54.0
1875,45.0
1876,29.0
1877,28.0
1878,36.0
1879,39.0
1880,48.0
1881,63.0
1882,56.0
1883,56.0
1884,65.0
1885,49.0
1886,53.0
1887,53.0
1888,63.0
1889,70.0
1890,91.0
1891,97.0
1892,102.0
1893,109.0
1894,119.0
1895,118.0
1896,114.0
1897,98.0
1898,91.0
1899,94.0
1900,97.0
1901,108.0
1902,107.0
1903,104.0
1904,105.0
1905,123.0
1906,148.0
1907,164.0
1908,173.0
1909,172.0
1910,183.0
1911,192.0
1912,198.0
1913,210.0
1914,224.0
1915,224.0
1916,224.0
1917,211.0
1918,210.0
1919,209.0
1920,166.0
1921,125.0
1922,94.0
1923,51.0
1924,58.0
1925,51.0
1926,17.0
1927,14.0
1928,18.0
1929,17.0
1930,66.0
1931,63.0
1932,62.0
1933,73.0
1934,76.0
1935,62.0
1936,74.0
1937,82.0
1938,74.0
1939,69.0
1940,63.0
1941,61.0
1942,58.0
1943,54.0
1944,50.0
1945,51.0
1946,51.0
1947,51.0
1948,52.0
1949,56.0
1950,60.0
1951,76.0
1952,97.0
1953,86.0
1954,88.0
1955,91.0
1956,90.0
1957,96.0
1958,94.0
1959,86.0
1960,71.0
1961,18.0
1962,15.0
1963,11.0
1964,12.0
1965,8.0
1966,5.0
1967,9.0
1968,10.0
1969,9.0
1970,11.0
1971,9.0
1972,11.0
1973,13.0
1974,18.0
1975,18.0
1976,11.0
1977,12.0
1978,12.0
1979,11.0
1980,15.0
1981,13.0
1982,12.0
1983,12.0
1984,15.0
1985,21.0
1986,32.0
1987,50.0
1988,60.0
1989,56.0
1990,58.0
1991,71.0
1992,91.0
1993,88.0
1994,90.0
1995,74.0
1996,86.0
1997,103.0
1998,119.0
1999,121.0
2000,137.0
2001,126.0
2002,112.0
2003,124.5
2004,137.0
2005,129.0
2006,137.0
2007,123.0
2008,115.0
2009,117.0
2010,135.0
2011,150.0
2012,127.0
2013,102.0
2014,97.0
2015,98.0
2016,110.0
2017,128.0
2018,153.0
2019,174.0
2020,187.0
2021,188.0
2022,196.0
2023,196.0
2024,205.0
2025,217.0
2026,229.0
2027,240.0
2028,231.0
2029,211.0
2030,210.0
2031,219.0
2032,210.0
2033,223.0
2034,220.0
2035,223.0
2036,234.0
2037,231.0
2038,154.0
2039,128.0
2040,132.0
2041,134.0
2042,135.0
2043,134.0
2044,139.0
2045,171.0
2046,204.0
2047,183.0
2048,179.0
2049,192.0
2050,194.0
2051,156.0
2052,84.0
2053,21.0
2054,16.0
2055,15.0
2056,17.0
2057,26.0
2058,16.0
2059,15.0
2060,15.0
2061,16.0
2062,15.0
2063,16.0
2064,8.0
2065,8.0
2066,7.0
2067,8.0
2068,16.0
2069,17.0
2070,25.0
2071,17.0
2072,13.0
2073,19.0
2074,18.0
2075,15.0
2076,21.0
2077,11.0
2078,21.0
2079,20.0
2080,22.0
2081,17.0
2082,60.0
2083,97.0
2084,120.0
2085,111.0
2086,109.0
2087,110.0
2088,93.0
2089,103.0
2090,100.0
2091,110.0
2092,100.0
2093,93.0
2094,97.0
2095,116.0
2096,127.0
2097,117.0
2098,90.0
2099,78.0
2100,119.0
2101,121.0
2102,108.0
2103,93.0
2104,97.0
2105,100.0
2106,101.0
2107,80.0
2108,75.0
2109,58.0
2110,66.0
2111,60.0
2112,72.0
2113,75.0
2114,82.0
2115,85.0
2116,82.0
2117,81.0
2118,84.0
2119,90.0
2120,93.0
2121,100.0
2122,122.0
2123,90.0
2124,97.0
2125,116.0
2126,110.0
2127,98.0
2128,104.0
2129,85.0
2130,91.0
2131,98.0
2132,107.0
2133,100.0
2134,101.0
2135,107.0
2136,105.0
2137,106.0
2138,109.0
2139,130.0
