,Value
7613,32.0
7614,25.0
7615,34.0
7616,43.0
7617,49.0
7618,62.0
7619,63.0
7620,64.0
7621,60.0
7622,80.0
7623,83.0
7624,111.0
7625,174.0
7626,178.0
7627,141.0
7628,147.0
7629,139.0
7630,139.0
7631,148.0
7632,142.0
7633,149.0
7634,157.0
7635,157.0
7636,151.0
7637,150.0
7638,155.0
7639,168.0
7640,180.0
7641,200.0
7642,208.0
7643,201.0
7644,193.0
7645,192.0
7646,175.0
7647,114.0
7648,127.0
7649,135.0
7650,152.0
7651,165.0
7652,180.0
7653,182.0
7654,173.0
7655,169.0
7656,167.0
7657,168.0
7658,159.0
7659,148.0
7660,150.0
7661,149.0
7662,131.0
7663,142.0
7664,132.0
7665,119.0
7666,129.0
7667,115.0
7668,127.0
7669,120.0
7670,106.0
7671,84.0
7672,84.0
7673,84.0
7674,97.0
7675,102.0
7676,103.0
7677,104.0
7678,98.0
7679,108.0
7680,113.0
7681,113.0
7682,116.0
7683,113.0
7684,109.0
7685,110.0
7686,108.0
7687,120.0
7688,117.0
7689,90.0
7690,71.0
7691,58.0
7692,59.0
7693,60.0
7694,52.0
7695,50.0
7696,54.0
7697,58.0
7698,64.0
7699,66.0
7700,62.0
7701,52.0
7702,41.0
7703,35.0
7704,43.0
7705,40.0
7706,40.0
7707,45.0
7708,60.0
7709,68.0
7710,86.0
7711,104.0
7712,110.0
7713,69.0
7714,61.0
7715,54.0
7716,35.0
7717,32.0
7718,52.0
7719,61.0
7720,72.0
7721,68.0
7722,84.0
7723,78.0
7724,64.0
7725,59.0
7726,56.0
7727,55.0
7728,49.0
7729,66.0
7730,74.0
7731,106.0
7732,110.0
7733,112.0
7734,106.0
7735,114.0
7736,134.0
7737,132.0
7738,96.0
7739,74.0
7740,69.0
7741,52.0
7742,52.0
7743,59.0
7744,79.0
7745,99.0
7746,102.0
7747,125.0
7748,112.0
7749,111.0
7750,109.0
7751,97.0
7752,97.0
7753,102.0
7754,115.0
7755,118.0
7756,121.0
7757,110.0
7758,107.0
7759,102.0
7760,141.0
7761,159.0
7762,159.0
7763,130.0
7764,110.0
7765,101.0
7766,105.0
7767,103.0
7768,116.0
7769,129.0
7770,138.0
7771,156.0
7772,173.0
7773,169.0
7774,183.0
7775,183.0
7776,154.0
7777,137.0
7778,126.0
7779,143.0
7780,153.0
7781,140.0
7782,104.0
7783,98.0
7784,89.0
7785,87.0
7786,85.0
7787,83.0
7788,80.0
7789,74.0
7790,76.0
7791,83.0
7792,80.0
7793,93.0
7794,94.0
7795,91.0
7796,90.0
7797,82.0
7798,84.0
7799,87.0
7800,88.0
7801,91.0
7802,97.0
7803,94.0
7804,93.0
7805,91.0
7806,85.0
7807,77.0
7808,69.0
7809,49.0
7810,46.0
7811,38.0
7812,44.0
7813,45.0
7814,47.0
7815,54.0
7816,59.0
7817,61.0
7818,66.0
7819,66.0
7820,68.0
7821,64.0
7822,71.0
7823,64.0
7824,62.0
7825,59.0
7826,62.0
7827,55.0
7828,60.0
7829,61.0
7830,65.0
7831,71.0
7832,69.0
7833,66.0
7834,64.0
7835,60.0
7836,48.0
7837,52.0
7838,53.0
7839,64.0
7840,67.0
7841,80.0
7842,87.0
7843,79.0
7844,72.0
7845,68.0
7846,64.0
7847,61.0
7848,68.0
7849,65.0
7850,57.0
7851,52.0
7852,50.0
7853,43.0
7854,39.0
7855,41.0
7856,43.0
7857,48.0
7858,46.0
7859,50.0
7860,56.0
7861,58.0
7862,69.0
7863,133.0
7864,59.0
7865,39.0
7866,35.0
7867,66.0
7868,89.0
7869,74.0
7870,60.0
7871,59.0
7872,61.0
7873,59.0
7874,60.0
7875,61.0
7876,59.0
7877,61.0
7878,63.0
7879,68.0
7880,72.0
7881,73.0
7882,75.0
7883,74.0
7884,77.0
7885,85.0
7886,93.0
7887,93.0
7888,83.0
7889,85.0
7890,88.0
7891,95.0
7892,100.0
7893,100.0
7894,102.0
7895,95.0
7896,83.0
7897,87.0
7898,90.0
7899,105.0
7900,116.0
7901,129.0
7902,138.0
7903,138.0
7904,112.0
7905,103.0
7906,87.0
7907,77.0
7908,78.0
7909,70.0
7910,69.0
7911,69.0
7912,71.0
7913,95.0
7914,105.0
7915,92.0
7916,91.0
7917,104.0
7918,101.0
7919,106.0
7920,91.0
7921,77.0
7922,86.0
7923,71.0
7924,56.0
7925,59.0
7926,75.0
7927,100.0
7928,99.0
7929,101.0
7930,110.0
7931,121.0
7932,97.0
7933,75.0
7934,60.0
7935,65.0
7936,62.0
7937,62.0
7938,53.0
7939,65.0
7940,60.0
7941,64.0
7942,71.0
7943,72.0
7944,58.0
7945,35.0
7946,42.0
7947,30.0
7948,26.0
7949,34.0
7950,20.0
7951,27.0
7952,32.0
7953,37.0
7954,49.0
7955,55.0
7956,45.0
7957,56.0
7958,56.0
7959,57.0
7960,68.0
7961,69.0
7962,89.0
7963,91.0
7964,89.0
7965,83.0
7966,87.0
7967,82.0
7968,69.0
7969,75.0
7970,63.0
7971,66.0
7972,64.0
7973,65.0
7974,69.0
7975,76.0
7976,74.0
7977,71.0
7978,59.0
7979,46.0
7980,47.0
7981,47.0
7982,45.0
7983,47.0
7984,46.0
7985,54.0
7986,58.0
7987,60.0
7988,68.0
7989,69.0
7990,76.0
7991,84.0
7992,105.0
7993,107.0
7994,94.0
7995,97.0
7996,98.0
7997,92.0
7998,105.0
7999,104.0
8000,101.0
8001,81.0
8002,75.0
8003,75.0
8004,58.0
8005,64.0
8006,69.0
8007,68.0
8008,69.0
8009,88.0
8010,91.0
8011,103.0
8012,103.0
8013,109.0
8014,116.0
8015,126.0
8016,138.0
8017,156.0
8018,171.0
8019,179.0
8020,165.0
8021,159.0
8022,156.0
8023,161.0
8024,174.0
8025,216.0
8026,221.0
8027,210.0
8028,162.0
8029,162.0
8030,171.0
8031,187.0
8032,210.0
8033,223.0
8034,224.0
8035,249.0
8036,250.0
8037,258.0
8038,256.0
8039,250.0
8040,260.0
8041,268.0
8042,258.0
8043,251.0
8044,257.0
8045,263.0
8046,261.0
8047,257.0
8048,249.0
8049,226.0
8050,232.0
8051,214.0
8052,169.0
8053,143.0
8054,150.0
8055,142.0
8056,138.0
8057,174.0
8058,215.0
8059,232.0
8060,227.0
8061,211.0
8062,186.0
8063,168.0
8064,156.0
8065,159.0
8066,151.0
8067,145.0
8068,157.0
8069,156.0
8070,163.0
8071,153.0
8072,158.0
8073,157.0
8074,146.0
8075,151.0
8076,102.0
8077,80.0
8078,74.0
8079,80.0
8080,85.0
8081,117.0
8082,137.0
8083,132.0
8084,134.0
8085,121.0
8086,135.0
8087,131.0
8088,128.0
8089,125.0
8090,131.0
8091,132.0
8092,131.0
8093,125.0
8094,137.0
8095,140.0
8096,125.0
8097,101.0
8098,88.0
8099,73.0
8100,78.0
8101,80.0
8102,80.0
8103,90.0
8104,93.0
8105,94.0
8106,109.0
8107,128.0
8108,128.0
8109,164.0
8110,159.0
8111,169.0
8112,177.0
8113,173.0
8114,185.0
8115,184.0
8116,187.0
8117,191.0
8118,202.0
8119,184.0
8120,180.0
8121,161.0
8122,182.0
8123,204.0
8124,177.0
8125,219.0
8126,221.0
8127,249.0
8128,260.0
8129,304.0
8130,322.0
8131,338.0
8132,369.0
8133,390.0
8134,445.0
8135,437.0
8136,469.0
8137,455.0
8138,383.0
8139,364.0
8140,362.0
8141,355.0
8142,370.0
8143,381.0
8144,412.0
8145,438.0
8146,481.0
8147,507.0
8148,514.0
8149,505.0
8150,472.0
8151,432.0
8152,400.0
8153,391.0
8154,355.0
8155,334.0
8156,314.0
8157,197.0
8158,94.0
8159,204.0
8160,355.0
8161,354.0
8162,323.0
8163,270.0
8164,228.0
8165,170.0
8166,180.0
8167,178.0
8168,184.0
8169,171.0
8170,107.0
8171,113.0
8172,109.0
8173,115.0
8174,98.0
8175,110.0
8176,108.0
8177,116.0
8178,123.0
8179,126.0
8180,120.0
8181,107.0
8182,101.0
8183,94.0
8184,90.0
8185,95.0
8186,96.0
8187,102.0
8188,121.0
8189,138.0
8190,132.0
8191,108.0
8192,115.0
8193,143.0
8194,169.0
8195,173.0
8196,122.0
8197,106.0
8198,95.0
8199,114.0
8200,119.0
8201,141.0
8202,151.0
8203,134.0
8204,115.0
8205,105.0
8206,102.0
8207,102.0
8208,91.0
8209,97.0
8210,86.0
8211,96.0
8212,130.0
8213,227.0
8214,412.0
8215,271.0
8216,237.0
8217,259.0
8218,287.0
8219,301.0
8220,294.0
8221,255.0
8222,187.0
8223,121.0
8224,122.0
8225,136.0
8226,143.0
8227,145.0
8228,124.0
8229,106.0
8230,113.0
8231,93.0
8232,58.0
8233,49.0
8234,47.0
8235,58.0
8236,69.0
8237,70.0
8238,76.0
8239,87.0
8240,79.0
8241,68.0
8242,61.0
8243,56.0
8244,53.0
8245,65.0
8246,60.0
8247,70.0
8248,71.0
8249,88.0
8250,90.0
8251,89.0
8252,95.0
8253,121.0
8254,127.0
8255,131.0
8256,131.0
8257,140.0
8258,140.0
8259,142.0
8260,133.0
8261,132.0
8262,131.0
8263,126.0
8264,129.0
8265,140.0
8266,121.0
8267,101.0
8268,79.0
8269,53.0
8270,62.0
8271,75.0
8272,82.0
8273,64.0
8274,71.0
8275,77.0
8276,77.0
8277,71.0
8278,73.0
8279,75.0
8280,77.0
8281,61.0
8282,71.0
8283,65.0
8284,71.0
8285,69.0
8286,68.0
8287,75.0
8288,75.0
8289,67.0
8290,59.0
8291,67.0
8292,63.0
8293,72.0
8294,85.0
8295,98.0
8296,98.0
8297,112.0
8298,117.0
8299,147.0
8300,143.0
8301,154.0
8302,144.0
8303,138.0
8304,124.0
8305,135.0
8306,141.0
8307,145.0
8308,176.0
8309,229.0
8310,205.0
8311,170.0
8312,132.0
8313,115.0
8314,92.0
8315,94.0
8316,96.0
8317,79.0
8318,59.0
8319,50.0
8320,40.0
8321,35.0
8322,36.0
8323,32.0
8324,34.0
8325,32.0
8326,37.0
8327,31.0
8328,36.0
8329,42.0
8330,38.0
8331,34.0
8332,37.0
8333,40.0
8334,38.0
8335,41.0
8336,43.0
8337,42.0
8338,55.0
8339,49.0
8340,51.0
8341,57.0
8342,59.0
8343,60.0
8344,58.0
8345,61.0
8346,69.0
8347,63.0
8348,66.0
8349,70.0
8350,73.0
8351,68.0
8352,76.0
8353,68.0
8354,70.0
8355,67.0
8356,87.0
8357,83.0
8358,102.0
8359,104.0
8360,98.0
8361,101.0
8362,92.0
8363,93.0
8364,101.0
8365,105.0
8366,82.0
8367,87.0
8368,88.0
8369,105.0
8370,115.0
8371,125.0
8372,99.0
8373,79.0
8374,57.0
8375,44.0
8376,48.0
8377,59.0
8378,66.0
8379,72.0
8380,46.0
8381,28.0
8382,17.0
8383,24.0
8384,26.0
8385,18.0
8386,16.0
8387,20.0
8388,24.0
8389,25.0
8390,19.0
8391,19.0
8392,23.0
8393,15.0
8394,19.0
8395,28.0
8396,24.0
8397,23.0
8398,17.0
8399,19.0
8400,17.0
8401,14.0
8402,17.0
8403,15.0
8404,15.0
8405,22.0
8406,25.0
8407,26.0
8408,21.0
8409,33.0
8410,26.0
8411,27.0
8412,20.0
8413,21.0
8414,25.0
8415,25.0
8416,16.0
8417,11.0
8418,19.0
8419,22.0
8420,22.0
8421,19.0
8422,17.0
8423,17.0
8424,17.0
8425,20.0
8426,21.0
8427,27.0
8428,25.0
8429,32.0
8430,29.0
8431,34.0
8432,43.0
8433,48.0
8434,40.0
8435,45.0
8436,43.0
8437,33.0
8438,38.0
8439,47.0
8440,63.0
8441,71.0
8442,81.0
8443,96.0
8444,102.0
8445,100.0
8446,111.0
8447,112.0
8448,99.0
8449,77.0
8450,74.0
8451,75.0
8452,69.0
8453,55.0
8454,70.0
8455,70.0
8456,74.0
8457,76.0
8458,76.5
8459,77.0
8460,71.0
8461,70.0
8462,79.0
8463,100.0
8464,100.0
8465,122.0
8466,148.0
8467,151.0
8468,157.0
8469,164.0
8470,189.0
8471,185.0
8472,197.0
8473,195.0
8474,194.0
8475,182.0
8476,186.0
8477,186.0
8478,197.0
8479,206.0
8480,213.0
8481,197.0
8482,196.0
8483,209.0
8484,205.0
8485,212.0
8486,216.0
8487,216.0
8488,207.0
8489,189.0
8490,211.0
8491,198.0
8492,166.0
8493,131.0
8494,102.0
8495,91.0
8496,77.0
8497,68.0
8498,66.0
8499,70.0
8500,81.0
8501,83.0
8502,85.0
8503,80.0
8504,81.0
8505,77.0
8506,58.0
8507,35.0
8508,36.0
8509,37.0
8510,38.0
8511,56.0
8512,57.0
8513,65.0
8514,68.0
8515,64.0
8516,61.0
8517,52.0
8518,55.0
8519,61.0
8520,58.0
8521,65.0
8522,65.0
8523,67.0
8524,74.0
8525,74.0
8526,83.0
8527,75.0
8528,80.0
8529,77.0
8530,75.0
8531,73.0
8532,46.0
8533,46.0
8534,51.0
8535,48.0
8536,54.0
8537,61.0
8538,55.0
8539,47.0
8540,38.0
8541,42.0
8542,37.0
8543,41.0
8544,43.0
8545,44.0
8546,38.0
8547,40.0
8548,43.0
8549,56.0
8550,65.0
8551,62.0
8552,62.0
8553,48.0
8554,41.0
8555,60.0
8556,49.0
8557,46.0
8558,54.0
8559,57.0
8560,51.0
8561,61.0
8562,75.0
8563,87.0
8564,93.0
8565,92.0
8566,95.0
8567,106.0
8568,107.0
8569,111.0
8570,109.0
8571,110.0
8572,111.0
8573,122.0
8574,136.0
8575,149.0
8576,149.0
8577,148.0
8578,130.0
8579,106.0
8580,103.0
8581,120.0
8582,124.0
8583,116.0
8584,130.0
8585,169.0
8586,170.0
8587,174.0
8588,150.0
8589,149.0
8590,142.0
8591,138.0
8592,138.0
8593,154.0
8594,138.0
8595,110.0
8596,109.0
8597,111.0
8598,107.0
8599,99.0
8600,93.0
8601,99.0
8602,100.0
8603,93.0
8604,89.0
8605,94.0
8606,87.0
8607,86.0
8608,96.0
8609,107.0
8610,111.0
8611,102.0
8612,100.0
8613,90.0
8614,89.0
8615,91.0
8616,93.0
8617,108.0
8618,131.0
8619,165.0
8620,234.0
8621,284.0
8622,285.0
8623,323.0
8624,325.0
8625,343.0
8626,337.0
8627,313.0
8628,312.0
8629,344.0
8630,359.0
8631,292.0
8632,221.0
8633,131.0
8634,92.0
8635,79.0
8636,75.0
8637,49.0
8638,46.0
8639,50.0
8640,50.0
8641,49.0
8642,48.0
8643,48.0
8644,47.0
8645,46.0
8646,41.0
8647,47.0
8648,55.0
8649,58.0
8650,58.0
8651,55.0
8652,55.0
8653,50.0
8654,53.0
8655,58.0
8656,65.0
8657,63.0
8658,70.0
8659,74.0
8660,80.0
8661,89.0
8662,94.0
8663,94.0
8664,92.0
8665,93.0
8666,88.0
8667,97.0
8668,92.0
8669,97.0
8670,94.0
8671,92.0
8672,100.0
8673,104.0
8674,95.0
8675,72.0
8676,74.0
8677,65.0
8678,81.0
8679,93.0
8680,97.0
8681,101.0
8682,106.0
8683,118.0
8684,129.0
8685,132.0
8686,133.0
8687,128.0
8688,121.0
8689,118.0
8690,112.0
8691,109.0
8692,127.0
8693,144.0
8694,143.0
8695,155.0
8696,155.0
8697,176.0
8698,179.0
8699,170.0
8700,114.0
8701,100.0
8702,89.0
8703,117.0
8704,108.0
8705,113.0
8706,122.0
8707,132.0
8708,144.0
8709,151.0
8710,150.0
8711,140.0
8712,130.0
8713,132.0
8714,125.0
8715,125.0
8716,133.0
8717,131.0
8718,133.0
8719,144.0
8720,155.0
8721,166.0
8722,153.0
8723,117.0
8724,98.0
8725,95.0
8726,97.0
8727,79.0
8728,80.0
8729,74.0
8730,80.0
8731,97.0
8732,100.0
8733,104.0
8734,112.0
8735,95.0
8736,106.0
8737,99.0
8738,104.0
8739,102.0
8740,100.0
8741,109.0
8742,101.0
8743,114.0
8744,118.0
8745,128.0
8746,106.0
8747,80.0
8748,85.0
8749,78.0
8750,79.0
8751,59.0
8752,65.0
8753,68.0
8754,78.0
8755,77.0
8756,103.0
8757,116.0
8758,126.0
8759,114.0
8760,136.0
8761,173.0
8762,166.0
8763,157.0
8764,157.0
8765,147.0
8766,154.0
8767,142.0
8768,137.0
8769,138.0
8770,121.0
8771,100.0
8772,81.0
8773,75.0
8774,78.0
8775,71.0
8776,79.0
8777,84.0
8778,100.0
8779,106.0
8780,142.0
8781,163.0
8782,171.0
8783,163.0
8784,174.0
8785,182.0
8786,160.0
8787,132.0
8788,116.0
8789,114.0
8790,99.0
8791,95.0
8792,77.0
8793,81.0
8794,101.0
8795,88.0
8796,63.0
8797,48.0
8798,33.0
8799,44.0
8800,73.0
8801,66.0
8802,71.0
8803,75.0
8804,76.0
8805,74.0
8806,68.0
8807,70.0
8808,71.0
8809,68.0
8810,77.0
8811,76.0
8812,76.0
8813,92.0
8814,105.0
8815,107.0
8816,124.0
8817,153.0
8818,158.0
8819,149.0
8820,164.0
8821,123.0
8822,95.0
8823,97.0
8824,110.0
8825,139.0
8826,150.0
8827,161.0
8828,190.0
8829,212.0
8830,225.0
8831,196.0
8832,208.0
8833,229.0
8834,251.0
8835,209.0
8836,189.0
8837,170.0
8838,110.0
8839,86.0
8840,80.0
8841,103.0
8842,98.0
8843,71.0
8844,68.0
8845,80.0
8846,77.0
8847,59.0
8848,61.0
8849,55.0
8850,47.0
8851,34.0
8852,28.0
8853,33.0
8854,21.0
8855,27.0
8856,29.0
8857,23.0
8858,32.0
8859,30.0
8860,33.0
8861,35.0
8862,37.0
8863,35.0
8864,28.0
8865,37.0
8866,53.0
8867,70.0
8868,91.0
8869,112.0
8870,122.0
8871,105.0
8872,87.0
8873,63.0
8874,44.0
8875,25.0
8876,27.0
8877,27.0
8878,28.0
8879,35.0
8880,26.0
8881,20.0
8882,17.0
8883,20.0
8884,21.0
8885,22.0
8886,19.0
8887,24.0
8888,24.0
8889,21.0
8890,24.0
8891,24.0
8892,24.0
8893,26.0
8894,22.0
8895,23.0
8896,39.0
8897,35.0
8898,37.0
8899,39.0
8900,39.0
8901,36.0
8902,43.0
8903,36.0
8904,42.0
8905,37.0
8906,43.0
8907,38.0
8908,41.0
8909,36.0
8910,39.0
8911,42.0
8912,38.0
8913,39.0
8914,36.0
8915,35.0
8916,38.0
8917,44.0
8918,53.0
8919,42.0
8920,46.0
8921,43.0
8922,58.0
8923,50.0
8924,59.0
8925,61.0
8926,75.0
8927,74.0
8928,73.0
8929,70.0
8930,83.0
8931,97.0
8932,31.0
8933,29.0
8934,22.0
8935,20.0
8936,25.0
8937,20.0
8938,27.0
8939,35.0
8940,34.0
8941,38.0
8942,42.0
8943,35.0
8944,36.0
8945,29.0
8946,40.0
8947,44.0
8948,36.0
8949,27.0
8950,22.0
8951,19.0
8952,22.0
8953,23.0
8954,30.0
8955,32.0
8956,31.0
8957,33.0
8958,29.0
8959,26.0
8960,35.0
8961,32.0
8962,36.0
8963,36.0
8964,39.0
8965,36.0
8966,40.0
8967,41.0
8968,44.0
8969,38.0
8970,45.0
8971,40.0
8972,36.0
8973,36.0
8974,32.0
8975,31.0
8976,28.0
8977,30.0
8978,27.0
8979,24.0
8980,30.0
8981,28.0
8982,32.0
8983,33.0
8984,38.0
8985,40.0
8986,43.0
8987,50.0
8988,47.0
8989,53.0
8990,55.0
8991,54.0
8992,55.0
8993,61.0
8994,60.0
8995,58.0
8996,66.0
8997,59.0
8998,63.0
8999,60.0
9000,57.0
9001,52.0
9002,43.0
9003,40.0
9004,38.0
9005,42.0
9006,41.0
9007,49.0
9008,41.0
9009,49.0
9010,43.0
9011,50.0
9012,40.0
9013,41.0
9014,47.0
9015,48.0
9016,49.0
9017,55.0
9018,47.0
9019,50.0
9020,43.0
9021,44.0
9022,44.0
9023,38.0
9024,45.0
9025,44.0
9026,43.0
9027,35.0
9028,37.0
9029,48.0
9030,47.0
9031,45.0
9032,37.0
9033,55.0
9034,58.0
9035,62.0
9036,62.0
9037,76.0
9038,80.0
9039,97.0
9040,113.0
9041,104.0
9042,122.0
9043,157.0
9044,145.0
9045,166.0
9046,178.0
9047,194.0
9048,188.0
9049,118.0
9050,73.0
9051,45.0
9052,32.0
9053,27.0
9054,25.0
9055,28.0
9056,27.0
9057,30.0
9058,35.0
9059,33.0
9060,27.0
9061,30.0
9062,27.0
9063,31.0
9064,28.0
9065,24.0
9066,25.0
9067,20.0
9068,17.0
9069,20.0
9070,19.0
9071,17.0
9072,18.0
9073,18.0
9074,17.0
9075,22.0
9076,22.0
9077,20.0
9078,23.0
9079,35.0
9080,25.0
9081,21.0
9082,21.0
9083,20.0
9084,20.0
9085,23.0
9086,27.0
9087,29.0
9088,26.0
9089,27.0
9090,30.0
9091,32.0
9092,29.0
9093,28.0
9094,27.0
9095,28.0
9096,28.0
9097,24.0
9098,23.0
9099,28.0
9100,25.0
9101,24.0
9102,23.0
9103,25.0
9104,26.0
9105,25.0
9106,23.0
9107,28.0
9108,30.0
9109,36.0
9110,30.0
9111,30.0
9112,35.0
9113,27.0
9114,31.0
9115,49.0
9116,52.0
9117,61.0
9118,70.0
9119,73.0
9120,74.0
9121,79.0
9122,77.0
9123,85.0
9124,85.0
9125,84.0
9126,89.0
9127,97.0
9128,94.0
9129,73.0
9130,70.0
9131,58.0
9132,62.0
9133,53.0
9134,47.0
9135,61.0
9136,52.0
9137,57.0
9138,69.0
9139,62.0
9140,60.0
9141,58.0
9142,61.0
9143,63.0
9144,68.0
9145,65.0
9146,63.0
9147,63.0
9148,62.0
9149,59.0
9150,69.0
9151,69.0
9152,71.0
9153,69.0
9154,61.0
9155,66.0
9156,80.0
9157,75.0
9158,84.0
9159,93.0
9160,120.0
9161,111.0
9162,121.0
9163,129.0
9164,141.0
9165,189.0
9166,175.0
9167,155.0
9168,141.0
9169,130.0
9170,89.0
9171,76.0
9172,82.0
9173,109.0
9174,140.0
9175,173.0
9176,175.0
9177,177.0
9178,192.0
9179,190.0
9180,195.0
9181,192.0
9182,203.0
9183,179.0
9184,157.0
9185,144.0
9186,144.0
9187,143.0
9188,159.0
9189,156.0
9190,136.0
9191,144.0
9192,133.0
9193,108.0
9194,115.0
9195,92.0
9196,104.0
9197,110.0
9198,115.0
9199,124.0
9200,112.0
9201,92.0
9202,96.0
9203,82.0
9204,94.0
9205,85.0
9206,71.0
9207,69.0
9208,94.0
9209,122.0
9210,147.0
9211,143.0
9212,145.0
9213,121.0
9214,116.0
9215,105.0
9216,113.0
9217,135.0
9218,173.0
9219,196.0
9220,196.0
9221,198.0
9222,199.0
9223,214.0
9224,228.0
9225,247.0
9226,239.0
9227,227.0
9228,227.0
9229,218.0
9230,178.0
9231,155.0
9232,141.0
9233,180.0
9234,162.0
9235,102.0
9236,96.0
9237,67.0
9238,59.0
9239,51.0
9240,61.0
9241,66.0
9242,68.0
9243,61.0
9244,74.0
9245,66.0
9246,50.0
9247,38.0
9248,39.0
9249,41.0
9250,27.0
9251,26.0
9252,23.0
9253,27.0
9254,32.0
9255,34.0
9256,40.0
9257,48.0
9258,48.0
9259,48.0
9260,51.0
9261,49.0
9262,42.0
9263,38.0
9264,37.0
9265,36.0
9266,39.0
9267,36.0
9268,38.0
9269,38.0
9270,39.0
9271,40.0
9272,55.0
9273,61.0
9274,63.0
9275,54.0
9276,66.0
9277,76.0
9278,70.0
9279,72.0
9280,75.0
9281,62.0
9282,57.0
9283,55.0
9284,51.0
9285,41.0
9286,43.0
9287,37.0
9288,33.0
9289,34.0
9290,38.0
9291,28.0
9292,28.0
9293,35.0
9294,48.0
9295,58.0
9296,54.0
9297,56.0
9298,52.0
9299,48.0
9300,44.0
9301,39.0
9302,37.0
9303,35.0
9304,36.0
9305,40.0
9306,48.0
9307,39.0
9308,46.0
9309,33.0
9310,38.0
9311,27.0
9312,31.0
9313,38.0
9314,34.0
9315,39.0
9316,41.0
9317,37.0
9318,36.0
9319,32.0
9320,40.0
9321,40.0
9322,33.0
9323,36.0
9324,42.0
9325,35.0
9326,30.0
9327,27.0
9328,26.0
9329,34.0
9330,24.0
9331,34.0
9332,26.0
9333,27.0
9334,24.0
9335,22.0
9336,26.0
9337,27.0
9338,26.0
9339,24.0
9340,27.0
9341,23.0
9342,25.0
9343,31.0
9344,44.0
9345,83.0
9346,143.0
9347,173.0
9348,201.0
9349,210.0
9350,243.0
9351,209.0
9352,134.0
9353,88.0
9354,82.0
9355,86.0
9356,100.0
9357,105.0
9358,96.0
9359,88.0
9360,89.0
9361,71.0
9362,49.0
9363,27.0
9364,30.0
9365,29.0
9366,28.0
9367,22.0
9368,23.0
9369,28.0
9370,25.0
9371,23.0
9372,31.0
9373,23.0
9374,20.0
9375,22.0
9376,21.0
9377,24.0
9378,24.0
9379,23.0
9380,21.0
9381,16.0
9382,21.0
9383,17.0
9384,16.0
9385,15.0
9386,16.0
9387,17.0
9388,24.0
9389,23.0
9390,15.0
9391,20.0
9392,23.0
9393,26.0
9394,23.0
9395,21.0
9396,22.0
9397,13.0
9398,14.0
9399,21.0
9400,27.0
9401,26.0
9402,26.0
9403,27.0
9404,27.0
9405,23.0
9406,22.0
9407,22.0
9408,18.0
9409,20.0
9410,20.0
9411,24.0
9412,27.0
9413,27.0
9414,30.0
9415,38.0
9416,61.0
9417,68.0
9418,77.0
9419,84.0
9420,79.0
9421,101.0
9422,90.0
9423,67.0
9424,65.0
9425,62.0
9426,56.0
9427,56.0
9428,49.0
9429,61.0
9430,59.0
9431,56.0
9432,63.0
9433,49.0
9434,52.0
9435,44.0
9436,46.0
9437,46.0
9438,46.0
9439,55.0
9440,47.0
9441,49.0
9442,56.0
9443,46.0
9444,41.0
9445,39.0
9446,40.0
9447,44.0
9448,55.0
9449,56.0
9450,79.0
9451,88.0
9452,99.0
9453,105.0
9454,112.0
9455,120.0
9456,116.0
9457,132.0
9458,140.0
9459,137.0
9460,141.0
9461,167.0
9462,406.0
9463,163.0
9464,163.0
9465,161.0
9466,176.0
9467,172.0
9468,161.0
9469,152.0
9470,131.0
9471,127.0
9472,147.0
9473,221.0
9474,199.0
9475,238.0
9476,242.0
9477,222.0
9478,232.0
9479,238.0
9480,356.0
9481,230.0
9482,229.0
9483,199.0
9484,170.0
9485,143.0
9486,141.0
9487,156.0
9488,142.0
9489,119.0
9490,102.0
9491,96.0
9492,89.0
9493,87.0
9494,90.0
9495,83.0
9496,77.0
9497,78.0
9498,86.0
9499,76.0
9500,75.0
9501,64.0
9502,64.0
9503,61.0
9504,58.0
9505,55.0
9506,51.0
9507,46.0
9508,48.0
9509,43.0
9510,41.0
9511,37.0
9512,33.0
9513,38.0
9514,38.0
9515,40.0
9516,54.0
9517,55.0
9518,52.0
9519,58.0
9520,66.0
9521,61.0
9522,74.0
9523,92.0
9524,96.0
9525,108.0
9526,120.0
9527,117.0
9528,164.0
9529,184.0
9530,180.0
9531,206.0
9532,191.0
9533,237.0
9534,241.0
9535,254.0
9536,263.0
9537,268.0
9538,265.0
9539,265.0
9540,245.0
9541,191.0
9542,154.0
9543,140.0
9544,117.0
9545,113.0
9546,128.0
9547,119.0
9548,87.0
9549,78.0
9550,79.0
9551,79.0
9552,77.0
9553,76.0
9554,72.0
9555,64.0
9556,54.0
9557,61.0
9558,92.0
9559,100.0
9560,95.0
9561,65.0
9562,81.0
9563,54.0
9564,27.0
9565,26.0
9566,23.0
9567,30.0
9568,29.0
9569,28.0
9570,27.0
9571,22.0
9572,36.0
9573,25.0
9574,25.0
9575,29.0
9576,139.0
9577,24.0
9578,18.0
9579,18.0
9580,17.0
9581,17.0
9582,17.0
9583,21.0
9584,22.0
9585,22.0
9586,24.0
9587,18.0
9588,25.0
9589,23.0
9590,25.0
9591,24.0
9592,16.0
9593,23.0
9594,24.0
9595,20.0
9596,18.0
9597,19.0
9598,21.0
9599,17.0
9600,21.0
9601,23.0
9602,19.0
9603,18.0
9604,21.0
9605,25.0
9606,17.0
9607,16.0
9608,20.0
9609,16.0
9610,20.0
9611,17.0
