predict
135.7275777
137.1355529
140.3385148
141.7897226
124.2330937
123.3478356
138.145075
139.1634448
153.3428432
147.0851159
141.9385556
132.1223569
117.2292458
88.83227417
63.62503312
32.2344392
7.465227347
2.91218025
1.034813551
1.169140631
1.680105686
10.00591437
38.60536751
100.8707324
136.1722873
137.3875847
140.3913732
141.7461887
124.1839401
123.2191242
138.0383986
138.7887508
152.7645606
146.6439134
141.544188
131.761627
116.9941618
88.67717151
63.36652171
31.95944606
7.177280817
2.588882256
0.744962098
0.861140114
1.415414232
9.722367056
38.4202697
100.6564237
135.9526717
137.1297825
140.1441699
141.468736
123.9290943
122.9364384
137.779
138.4897533
152.4721971
146.3409014
141.2639187
131.4646675
116.7243233
88.39483387
63.09459032
31.66934354
6.902869535
2.295907237
0.469986303
0.569637907
1.141756055
9.432944203
38.15169006
100.3721354
135.6813527
136.8428649
139.8706071
141.1808079
123.6546763
122.6484722
137.5039566
138.200971
152.1945931
146.0521315
140.986865
131.1765863
116.4477206
88.10801547
62.81759234
31.38223648
6.625463063
2.008834607
0.192315536
0.282885904
0.863962239
9.146542854
37.87404286
100.0862836
135.4033259
136.5570188
139.5922448
140.8950689
123.3760835
122.3628977
137.2251581
137.9154986
151.9154648
145.7668099
140.7076287
130.8914539
116.1683771
87.82310422
62.53809092
31.09743267
6.345809735
1.724153678
-0.087473225
-0.001658875
0.584053967
8.862130235
37.59403949
99.80201104
135.1231968
136.2728436
139.3119984
140.6109928
123.0957319
122.0789198
136.9447079
137.6316101
151.6349118
145.4830096
140.4269924
130.6077405
115.8876617
87.53947583
62.25729663
30.81387784
6.064940613
1.440669964
-0.368412638
-0.285073887
0.303048589
8.578780503
37.31297289
99.51872415
134.8420698
135.9896138
139.0308142
140.3278175
122.8144941
121.7957965
136.6634193
137.3485357
151.3535745
145.1999818
140.14561
130.324757
115.6062364
87.25653456
61.97583064
30.53097605
5.783435982
1.157805646
-0.649953814
-0.567902621
0.021472848
8.29598548
37.0313645
99.23596112
134.5604303
135.7068809
138.7491453
140.0451132
122.5327974
121.5131192
136.3816962
137.065884
151.0718264
144.9173544
139.8638383
130.0421526
115.3244424
86.973952
61.69401537
30.2484141
5.501600641
0.875263218
-0.931808159
-0.850426555
-0.260399491
8.013479062
36.74947513
98.9534713
134.2785248
135.4244067
138.4672245
139.7626539
122.2508621
121.2306741
136.0997473
136.7834522
150.7898645
144.6349352
139.581864
129.7597454
115.0424565
86.69155608
61.41201846
29.96602889
5.219593302
0.592888169
-1.21382538
-1.132791987
-0.54242607
7.731122737
36.46743969
98.67112359
133.996481
135.1420672
138.1851728
139.4803221
121.9688028
120.9483496
135.8176808
136.5011347
150.5077913
144.3526243
139.2997845
129.4774406
114.7603709
86.40925721
61.12992711
29.6837356
4.937496518
0.310600162
-1.495927304
-1.415074993
-0.824532861
7.448844467
36.18532829
98.38884981
133.7143652
134.8597977
137.9030529
139.1980566
121.686679
120.6660879
135.5355533
136.2188766
150.2256603
144.0703696
139.0176501
129.1951892
114.4782334
86.12700882
60.84778663
29.40149012
4.655353219
0.02835742
-1.778073276
-1.697315134
-1.106681364
7.166606789
35.90317739
98.10661446
133.432212
134.5775645
137.6208975
138.9158256
121.4045216
120.3838588
135.253394
135.9366494
149.9434992
143.7881442
138.7354873
128.9129654
114.1960689
85.84478668
60.56562061
29.11926948
4.37318573
-0.253861783
-2.060242155
-1.979532984
-1.388851558
6.884390219
35.62100595
97.82439911
133.1500394
134.2953503
137.3387238
138.6336125
121.1223468
120.1016467
134.9712182
135.6544383
149.6613224
143.505934
138.4533096
128.6307561
113.9138904
85.56257819
60.2834413
28.83706178
4.091005661
-0.536068745
-2.342422946
-2.261739242
-1.671033034
6.602184627
35.33882382
97.54219415
132.8678567
134.013146
137.0565405
138.3514087
120.840163
119.8194435
134.6890338
135.3722355
149.3791375
143.2237317
138.1711243
128.3485543
113.6317046
85.2803768
60.00125509
28.5548608
3.808819051
-0.81826934
-2.624609932
-2.543939472
-1.953220376
6.319984744
35.05663614
97.25999459
132.5856687
133.7309467
136.7743522
138.0692097
120.5579744
119.5372448
134.406845
135.0900371
149.0969484
142.9415335
137.8889349
128.0663564
113.349515
84.99817911
59.71906528
28.27266331
3.526629039
-1.100466625
-2.90680014
-2.826136567
-2.235410769
6.037787829
34.77444558
96.97779785
132.3034779
133.4487501
136.4921613
137.7870133
120.2757833
119.2550485
134.1246538
134.8078409
148.8147571
142.6593375
137.6067435
127.7841605
113.0673235
84.71598333
59.43687361
27.99046764
3.244437258
-1.382662188
-3.188992022
-3.108332031
-2.517602748
5.755592458
34.49225351
96.69560256
132.0212858
133.1665549
136.2099691
137.5048182
119.993591
118.9728535
133.8424614
134.525646
148.5325646
142.3771426
137.3245509
127.5019657
112.7851309
84.43378855
59.15468097
27.70827292
2.962244557
-1.664856857
-3.471184776
-3.390526648
-2.799795552
5.47339789
34.21006066
96.41340804
131.7390929
132.8843605
135.9277761
137.2226237
119.7113981
118.6906591
133.5602684
134.2434516
148.2503716
142.0949483
137.0423579
127.2197714
112.5029377
84.15159429
58.87248781
