pred
212.5344723
232.7708081
228.3866632
228.6314752
213.9812367
200.1776954
204.701116
208.1796127
218.9493871
211.3957907
194.1048908
155.3760332
133.8785611
109.2414834
82.60583671
49.62647106
28.95307949
24.9961022
21.26195956
23.00557552
21.68162516
35.71715683
79.76351129
181.8461617
219.2221391
237.6882247
230.8535154
233.2746082
217.7950703
204.3106835
206.8588263
212.6365969
221.6076638
212.8375329
195.933099
157.726542
135.9400138
110.4677793
84.4742368
51.17302314
30.80452006
26.50048788
23.15711767
24.44570757
23.52075157
37.15595954
81.82934358
184.1505872
221.1372511
239.2107992
231.9013016
234.8678726
218.9550855
205.9013998
207.6635328
214.3142396
222.4894835
213.9678843
196.7231431
158.9324486
136.8645758
111.3697253
85.47779147
52.01695081
31.90630533
27.24908697
24.33197661
25.14012686
24.70135497
37.86009136
83.01251035
185.0613453
222.2175424
240.0764473
232.7355957
235.8429008
219.7162686
206.957009
208.2980855
215.4305254
223.1132192
214.9910497
197.3524014
159.9265941
137.5762168
112.2389755
86.28394515
52.79209503
32.81114006
27.9333124
25.31200804
25.76783277
25.71146346
38.4798003
84.01309053
185.7450033
223.155707
240.8101371
233.5645574
236.6670046
220.4609396
207.8622647
208.9622092
216.3929719
223.7433714
215.9532782
197.9846309
160.8662626
138.2551117
113.1121307
87.03353681
53.58885795
33.63975051
28.6544858
26.207693
26.43421031
26.64571685
39.12489945
84.95118884
186.4100256
224.0606365
241.517973
234.407163
237.4403168
221.2360279
208.7022433
209.6743478
217.2852774
224.4162904
216.8679347
198.6476515
161.7748132
138.9404236
113.9841224
87.76514362
54.40691987
34.42967253
29.413791
27.05304121
27.14477732
27.53007851
39.80822599
85.84972512
187.0939373
224.9457154
242.2268528
235.2554108
238.1932343
222.0354413
209.5058505
210.4242201
218.1336718
225.1287328
217.7439519
199.3428457
162.6563163
139.6421179
114.8478584
88.49415973
55.23554651
35.19924865
30.19911511
27.86586529
27.88961454
28.37812961
40.52515203
86.71681876
187.8018632
225.8117009
242.9456464
236.1013094
238.939497
222.8483001
210.2885562
211.1995642
218.9524931
225.8715779
218.5896551
200.0658181
163.5137091
140.3621485
115.6994754
89.22805467
56.06624528
35.95964188
30.99953893
28.6583163
28.65825202
29.20010254
41.26832576
87.55870058
188.5318318
226.6594611
243.6772495
236.940141
239.6865255
223.6663191
211.0603551
211.9904989
219.7519186
226.6360882
219.4126647
200.8109692
164.3507233
141.0994044
116.5379278
89.97025429
56.89383114
36.71780746
31.80718564
29.43904627
29.44218873
30.00417133
42.03075016
88.38114944
189.2800923
227.4910778
244.4217922
237.7699124
240.438216
224.4842143
211.827792
212.7898581
220.5394473
227.4150982
220.219515
201.5728686
165.1714495
141.8514565
117.363952
90.721779
57.71569316
37.47780966
32.61689126
30.21403182
30.23509285
30.79667781
42.80653104
89.18931624
190.0426246
228.3093093
245.1779985
238.5904223
241.1962351
225.2990322
212.5949315
213.5927824
221.3204398
228.2031269
221.0154851
202.3467792
165.9798122
142.6154363
118.1792196
91.48224005
58.53095402
38.24171747
33.42556473
30.98717833
31.03252024
31.58232333
43.59102134
89.98751424
190.8157259
229.1170461
245.9439654
239.402499
241.9608613
226.1094385
213.3640617
214.3962021
222.0985406
228.996203
221.80462
203.1288399
166.7792527
143.3885312
118.9857556
92.25050983
59.33979653
39.01028347
34.23158974
31.76084541
31.83153591
32.36442194
44.38074691
90.77915761
191.5962574
229.9169641
246.7176388
240.2074621
242.7315757
226.9151392
214.1362526
215.1983583
222.8760717
229.791602
222.5898668
203.9160719
167.5725941
144.1682474
119.7855761
93.02516541
60.14297585
39.7834519
35.03433634
32.53629293
32.63034466
33.14517886
45.17324112
91.56681355
192.3817153
230.7113486
247.4970909
241.0067701
243.5074695
227.7164498
214.9117878
215.9984007
223.6543828
230.5875712
223.3732615
204.7062909
168.3620287
144.952523
120.5804868
93.80476457
60.94148893
40.56072297
35.83378784
33.31404064
33.42796853
33.92595786
45.96684936
92.35231667
193.1702046
231.5020347
248.2806602
241.8018106
244.2875095
228.5139928
215.6904845
216.7960715
224.434146
231.3830772
224.1561255
205.4979771
169.1491741
145.739746
121.3719926
94.58800132
61.73636574
41.34140076
36.63027051
34.0941435
34.22398398
34.7075156
46.76053742
93.13690715
193.960362
232.2904201
249.067003
242.5937905
245.0706984
229.3084984
216.471919
217.5914687
225.2155869
232.1775919
224.9392484
206.2901354
169.9351638
146.5287194
122.1612777
95.37377841
62.52854977
42.12475103
37.42426825
34.87639223
35.01831912
35.49019381
47.55372166
93.92136804
194.7512589
233.0775171
249.8550888
243.3836928
245.8561607
230.1006824
217.2555767
218.3848785
225.9986606
232.9709227
225.723043
207.082164
170.7207461
147.3185988
122.9492272
96.16122658
63.31884027
42.91009306
38.21630343
35.66045184
35.81110509
36.27406857
48.34612861
94.70614829
195.5423035
233.8640202
250.644167
244.1722765
246.6431775
230.8911793
218.0409447
219.1766623
226.7831756
233.7630828
226.5076708
207.8737411
171.506379
148.1088219
123.7364696
96.94969189
