quantity
687831.0
537459.0
839640.0
846927.0
1129367.0
1179462.0
1477792.0
1129250.0
1016813.0
860197.0
853497.0
836603.0
597767.0
529527.0
797246.0
853814.0
918224.0
1241136.0
1113548.0
1028853.0
821760.0
783402.0
706347.0
712785.0
622714.0
424906.0
654783.0
830236.0
991523.0
1072542.0
1094139.0
1008616.0
850168.0
672735.0
634087.0
763492.0
531087.0
463745.0
651797.0
795495.0
937759.0
1026721.0
1072675.0
812432.0
698472.0
640567.0
618782.0
739983.0
530918.0
430205.0
710332.0
777137.0
747855.0
919955.0
1005956.0
828481.0
811314.0
630576.0
642717.0
670632.0
538853.0
428626.0
637533.0
700928.0
720251.0
914565.0
1017178.0
921181.0
778891.0
629550.0
557098.0
690949.0
